Feature	MIP_1a_CCL3_Bacillus.S.	MIP_1a_CCL3_Bacteroides.V.	MIP_1a_CCL3_Candida.A.	MIP_1a_CCL3_CD3_CD28	MIP_1a_CCL3_Clostridium.P.	MIP_1a_CCL3_PBS	MIP_1a_CCL3_Pseudomonas.A.	MIP_1a_CCL3_Staph.A.
Prkca	0.00846763855776314	0.00672940430671444	0.00925361745048805	0.00200619392526303	0.00817063385926752	0.021248009733053	0.00177843997646998	0.00690964532960549
Prpf19	0.0499451574526566	0.0250647703181379	0.0353265299841345	0.0505323425990262	0.0161707324699407	0.0139225758818464	0.067269018017469	0.0511880720279946
Prpf6	0.00318358493412154	0.0197597381744679	0.0112132113323823	0.00793856846165735	0.0240049470993624	0.00776128690189726	0.00806236282205291	0.00638908823461784
Ptdss1	0.0302522699528554	0.0243380316663979	0.0140619167881158	0.00300002329364242	0.0315813850471638	0.00547256818476139	0.0332636870417094	0.0444377103508152
Ptk7	0.00752435763540135	0.0112352475021272	0.010790942385514	0.00488040367583363	0.00633998886857872	0.0052824023757878	0.0280161228227117	0.0376526761514443
Rbm41	0.0284927732830199	0.0596036799947837	0.0482277775288603	0.0332038490344861	0.0705766956272978	0.0310336809825768	0.0238278983403177	0.0293682637075562
Rhbdl1	0.111811007183625	0.152987797216031	0.0654439331591841	0.0434336620952461	0.0927016758862344	0.0796989112891768	0.0518767327347709	0.0803067200912737
Rhebl1	0.00186889049353068	0.00359788830119668	0.0090146848037507	0.00208792782290314	0.00244509615268988	0.00221837831168643	0.000565595847525531	0.00178517573716198
Rin3	0.0158321344806904	0.00355215576501693	0.0148866312522184	0.00537229870695369	0.0187680548733692	0.0137168840121301	0.0184418175115355	0.00708271486557078
Rnf152	0.0326832878139238	0.0153684229220644	0.0251339656435326	0.0252417263618463	0.0281011640344173	0.0336634457072885	0.0322287381935788	0.0415203157706529
Rnmt	0.00427908537859281	0.00272714302366174	0.0055520585782069	0.00265517081453927	0.00477370728969761	0.00119496061502193	0.0137248164208501	0.0111207062356043
Rpl41	0.00289030729056106	0.000271717217800181	0.00286373245794394	0.000408592236434664	0.00111439893300348	0.00143144126644941	0.00442410964872671	0.00486464277065869
Rsbn1	0.00202305115666151	0.00490359194056379	0.00316568043250485	0.00116943683788403	0.000897633233187258	0.00419624588389076	0.00447127121963525	0.00338855123825615
Rtp4	0.0103956269468124	0.019266440150909	0.0162716502040186	0.0250947319757391	0.0119216038233051	0.0157049491317324	0.020097793143585	0.0206630276585232
Rwdd1	0.0027014067403864	0.00137015165900474	0.00161913817770083	0.00025920076832185	0.00297547552100037	0.00071124791286722	0.00448962306353317	0.00296631142059853
S100a13	0.000425995176797188	0.00149164997479095	0.00145967462598575	0.000870152684149534	0.00246277975349393	0.00175260123251408	0.00204410692201054	0.00248034094585587
Saa3	0.0258464750156013	0.0396721889020141	0.050919387091853	0.0150735858292213	0.0352574072773432	0.0157844257103435	0.0222512832393379	0.0502451393074759
Sacm1l	0.00472101978874686	0.0169328092764308	0.00212342251993914	0.00137298752952791	0.00397692869499784	0.0152278334037796	0.0147709847019269	0.0214580906904397
Sdhc	0.0205851051704837	0.0090923102427521	0.00641614071771004	0.0126594786476262	0.00700849848794512	0.00855643613581295	0.0146591054282647	0.027248189172177
Sell	0.0102617264893687	0.00413099557031725	0.0376685897432604	0.00368822568872649	0.0171874387755794	0.0121707181242939	0.0237409084589935	0.0135433954402511
Sema6b	0.0112288833542536	0.00942814227866737	0.00891838022091999	0.0154653827491411	0.0237844742208511	0.0456135934240009	0.00338688182413382	0.00497156263283554
Skil	0.0203433738551319	0.0201129650198413	0.014402096912429	0.015596840801292	0.0144172788339343	0.00551978671552923	0.0486709216452941	0.0215636303999601
Slc33a1	0.000591208501418493	0.000800462986961658	0.00102785934622967	0.0107029700505615	0.0069226228549307	0.00192944987829857	0.00162237484683598	0.00241866748226024
Slc38a6	0.0505039266022279	0.0654962408236475	0.0269078864391143	0.00682631733276689	0.0484615032848424	0.0143708088977727	0.0315409310590376	0.0400109375639753
Slc7a11	0.0147274502976032	0.0275979929295416	0.024570793557083	0.0164171858239079	0.0104543364346415	0.00408619088492103	0.0064235468113768	0.0130568177497723
Slfn2	0.0104427436518463	0.00208918696933485	0.0011388349706695	0.00127960067104454	0.0012392193312155	0.00235576634491468	0.0113679421760339	0.00877260163080671
Snhg7	0.0134573990063766	0.00509809695097564	0.0382202238192507	0.0261666023412056	0.00255240130174508	0.0120448855834757	0.00177374392856946	0.00256664423471359
Snord49b	0.0160724979771486	0.00766374794489891	0.0398497944054575	0.0314461592421325	0.0145355608737056	0.00815097647641104	0.0226511161234755	0.0323641109289554
Spata24	0.0290878137097686	0.0181929558685735	0.0457383401265911	0.0539942897783111	0.0230273072258554	0.0615631591251371	0.00685594158193552	0.00742268749920963
Sptbn1	0.0627768172125978	0.0165539386128844	0.0391875543982304	0.039678880612147	0.0147066597486628	0.0155421489975827	0.0883402024036966	0.106851301597363
Srf	0.0195488615861968	0.0217614769048637	0.00874259724094344	0.00938785451204951	0.0187982186701109	0.0141499354028884	0.0245903149203413	0.0231915671264997
Sri	0.0295240630100356	0.03731904892148	0.0313673874561284	0.00977101564173827	0.0755135649765914	0.0583369677851515	0.0312323710968481	0.0159055439258891
Ssbp4	0.00389059016463796	0.00237669453487021	0.00306306500926662	0.00259609275943455	0.00109581485963016	0.00219227638413754	0.00620644513829728	0.00340104264008891
Sspo	0.168480118431564	0.150421849214027	0.264574616029018	0.0414222934469957	0.130200811488703	0.193691706025114	0.0998277831196292	0.126011606083475
Stard7	0.00439615301529832	0.0227119617783768	0.00255339458820643	0.0110411560257421	0.00526602147116377	0.0446834563047374	0.0205308417904679	0.0225103982469279
Tln1	0.000913895712254318	0.00537048300129548	0.0169661229953469	0.0169563553222589	0.00634709238220049	0.00194654887824204	0.00672342848748837	0.00707084844626872
Tm9sf3	0.0215248812081397	0.00430327359119745	0.011444079242854	0.0209154079879804	0.0144741976054503	0.00304547363309977	0.0461620234880185	0.0308286806488828
Tmbim6	0.00300161415900982	0.00263436119593867	0.00522174939892501	0.00309226432673529	0.0032186986190729	0.00304333917179689	0.00438702115727395	0.00483379848658553
Tmem120b	0.00239744919099367	0.00148403514785209	0.00446260172028571	0.00171238907441148	0.0063478228918523	0.00282621567817425	0.00240173028690023	0.00100631658737169
Tmem128	0.00317248169990688	0.000307392964463093	0.000647074708453653	0.00344650868083901	0.000809543893043298	0.00109395165377014	0.00537086637207304	0.001812565097963
Tmem181b-ps	0.00387175356378152	0.019557587065287	0.0240626929482243	0.00316250628661589	0.0151883816610583	0.00798527380203976	0.00375930322931425	0.0134232335268773
Tnfaip1	0.00874322615335102	0.00290044149221466	0.00109498093449708	0.0190026662736632	0.0070589837908664	0.00560108201075297	0.0143263946648308	0.00806127999738113
Tpcn1	0.017704396027075	0.0204534341674493	0.00401292287090727	0.00384409992668277	0.00631277093819254	0.0216662361212277	0.0200915107603299	0.0350548434626127
Trabd	0.00538582745494871	0.0209752264249314	0.00518158455797181	0.00937842736966338	0.00286864730434738	0.00246601525901358	0.00997734479695534	0.00369540335177952
Triobp	0.00236339504070246	0.0209523561072831	0.0461700032152271	0.058801974143846	0.0368749816740445	0.0262010783128601	0.0287626909302955	0.0270464207543789
Tyms	0.00353946132777707	0.00295527037555199	0.00154437342623141	0.000795168258084383	0.00255385447372648	0.00126278972325683	0.00150710208790238	0.000782523405764285
Ube2g2	0.000250645828243442	0.00104451334314881	0.0081765456045496	0.00325472374233821	0.00212148940716175	0.00135803351377409	0.000677988416665648	0.000926690572534381
Usp9x	0.00190450296670042	0.00204611990219305	0.000445138456073723	0.00104420822335955	0.00110664637715788	0.00135605870926222	0.00176867659867076	0.00158201877458422
Uty	0.00682164629684921	0.0240828912569332	0.0388629410133068	0.0104357939101652	0.0131786438948863	0.0179358039842477	0.00378676933540506	0.0155518985337006
Vps16	0.000429131966381673	0.000230225004628096	0.00116754059539638	0.002277279317503	0.00521925411141234	0.00166016588705377	0.000708339730978534	0.000914452682704807
Xist	0.000698766364689093	0.00240696676529882	0.0070421032167677	0.000925977447286957	0.00211175464630537	0.00178381297560747	0.00169708338082192	0.00200516171028089
Zfand6	0.0379129221657183	0.048967674446446	0.0561347481189526	0.023334441322994	0.0756992828529107	0.0256235801063829	0.0413882013178908	0.0704783412240545
Zfp282	0.00292636260647744	0.00638249196733529	0.0131508605419671	0.00585888285825838	0.0140454093344737	0.0015821332205602	0.00537046108654922	0.0123663307003716
Zfp36l1	0.00203143616902286	0.00271827222981227	0.00243105351918648	0.00448518519925969	0.00230121426447188	0.000670203311336487	0.00515729844093293	0.00402277330997664
Zfp442	0.00354748864032127	0.00279264696051516	0.00168160860884969	0.00612788900127076	0.0036131970061483	0.0037647904231462	0.00301475543172166	0.0115253787466024
Zfp951	0.00569131408217775	0.015580343441737	0.0291871399547963	0.0147617261885962	0.00451380546822857	0.00583890482828702	0.00725927489550629	0.00314791599395661
