item1	Blood_Total_T_cells	Blood_Total_B_cells	Blood_CD4_T_cells	Blood_CD8_T_cells	Blood_CD4_T_cells_CD44lo_CD62Lhi	Blood_CD4_T_cells_CD44hi_CD62Lhi	Blood_CD4_T_cells_CD44hi_CD62Llo	Blood_CD4_T_cells_CD44lo_CD62Llo	Blood_CD8_T_cells_CD44lo_CD62Lhi	Blood_CD8_T_cells_CD44hi_CD62Lhi	Blood_CD8_T_cells_CD44hi_CD62Llo	Blood_CD8_T_cells_CD44lo_CD62Llo	Blood_Total_myeloid_CD11b_CD11c	Blood_CD4_T_cells_CD25.	Blood_Total_immune_cells_CD45.	MLN_Total_T_cells	MLN_Total_B_cells	MLN_CD4_T_cells	MLN_CD8_T_cells	MLN_CD4_T_cells_CD44lo_CD62Lhi	MLN_CD4_T_cells_CD44hi_CD62Lhi	MLN_CD4_T_cells_CD44hi_CD62Llo	MLN_CD4_T_cells_CD44lo_CD62Llo	MLN_CD8_T_cells_CD44lo_CD62Lhi	MLN_CD8_T_cells_CD44hi_CD62Lhi	MLN_CD8_T_cells_CD44hi_CD62Llo	MLN_CD8_T_cells_CD44lo_CD62Llo	MLN_Total_myeloid_CD11b_CD11c	MLN_CD4_T_cells_CD25.	MLN_Total_immune_cells_CD45.	MLN_Eosinphils	MLN_Neutrophils	MLN_Ly6C_Monocyte	MLN_CD11c_MHCII	MLN_CD103_CD11c_MHCII_DC	MLN_CD103neg_CD11c_MHCII_DC
CCL3_CD3.CD28	0.3496	0.4576	0.359	0.1686	0.6952	0.159	0.4496	0.5026	0.105	0.068	0.3282	0.989	0.2472	0.2498	0.4636	0.0466	0.0526	0.0456	0.045	0.4864	0.8414	0.1764	0.5926	0.6118	0.809	0.353	0.6882	0.5162	0.0612	0.219	0.4028	0.0844	0.8738	0.2952	0.5972	0.294
CCL3_ClostridiumP	0.1364	0.7736	0.1864	0.1686	0.557	0.7966	0.956	0.5564	0.2162	0.682	0.1244	0.453	0.9204	0.0964	0.9024	0.7294	0.6504	0.7374	0.671	0.9058	0.0256	0.7554	0.7462	0.6722	0.0262	0.9842	0.3928	0.9996	0.0684	0.83	0.6802	0.0336	0.3318	0.8404	0.9764	0.8522
CCL3_PBS	0.132	0.9014	0.1888	0.2174	0.5438	0.8876	0.906	0.5954	0.294	0.7806	0.112	0.3494	0.9442	0.1078	0.72	0.8236	0.7684	0.8328	0.7784	0.7304	0.0058	0.8416	0.3814	0.2724	0.007	0.8922	0.0874	0.8928	0.119	0.9402	0.7656	0.0568	0.2522	0.9238	0.9202	0.9378
CCL3_PseudomonasA	0.1898	0.6796	0.231	0.1782	0.5798	0.7094	0.8424	0.5212	0.1826	0.5728	0.1568	0.581	0.7996	0.1366	0.9502	0.6198	0.5088	0.628	0.5534	0.9712	0.1312	0.668	0.9132	0.8742	0.1244	0.8792	0.7356	0.9086	0.071	0.73	0.6132	0.0456	0.4658	0.7472	0.8938	0.7592
CCL3_StaphA	0.445	0.7362	0.4798	0.4424	0.7244	0.7196	0.8226	0.661	0.4288	0.6342	0.3584	0.7722	0.7822	0.3972	0.9006	0.648	0.5994	0.6558	0.617	0.9254	0.4438	0.698	0.9928	0.9816	0.4362	0.8466	0.899	0.8728	0.3246	0.7206	0.6944	0.3054	0.6676	0.7508	0.8722	0.7594
CCL4_BacillusS	0.1398	0.8014	0.1872	0.181	0.556	0.813	0.9778	0.559	0.2368	0.7044	0.1238	0.4394	0.9484	0.1034	0.8914	0.7504	0.6754	0.7602	0.6984	0.8808	0.0202	0.7704	0.7084	0.6224	0.0206	0.9956	0.345	0.9806	0.0828	0.8518	0.6958	0.0414	0.3206	0.85	0.9948	0.864
CCL4_BacteroidesV	0.1328	0.7102	0.1736	0.1146	0.5478	0.7514	0.8942	0.5074	0.1576	0.622	0.1222	0.4948	0.8576	0.083	0.985	0.6664	0.5622	0.677	0.6058	0.971	0.046	0.7068	0.8532	0.8012	0.0434	0.9206	0.5848	0.9482	0.042	0.7758	0.632	0.021	0.3642	0.7854	0.9282	0.8002
CCL4_CandidaA	0.1482	0.752	0.1954	0.1632	0.5658	0.7736	0.9234	0.5508	0.2074	0.6528	0.1344	0.4788	0.8952	0.105	0.9476	0.6964	0.6162	0.7072	0.6412	0.9414	0.0422	0.7238	0.7966	0.7398	0.0416	0.9574	0.4926	0.9762	0.0716	0.7976	0.6548	0.045	0.3574	0.8054	0.9526	0.8224
CCL4_CD3.CD28	0.2474	0.461	0.2714	0.109	0.6266	0.2506	0.5518	0.4596	0.0696	0.0594	0.2258	0.8942	0.3772	0.1582	0.6006	0.0294	0.0372	0.0308	0.017	0.6768	0.576	0.2376	0.7588	0.7808	0.5474	0.5484	0.8568	0.6514	0.0322	0.3078	0.423	0.0314	0.7548	0.4002	0.6686	0.4118
CCL4_ClostridiumP	0.1314	0.7898	0.1828	0.163	0.5526	0.8054	0.9702	0.5562	0.2176	0.6918	0.12	0.4368	0.9348	0.0952	0.8954	0.7362	0.6648	0.748	0.6852	0.8964	0.0246	0.7626	0.7198	0.6408	0.024	0.9962	0.3494	0.9886	0.0666	0.8416	0.6862	0.037	0.3134	0.8446	0.9836	0.8574
CCL4_PBS	0.1214	0.8342	0.1746	0.1852	0.5284	0.862	0.9686	0.5474	0.2358	0.7554	0.0954	0.3706	0.9992	0.0898	0.799	0.8054	0.7334	0.8162	0.7548	0.8124	0.002	0.8208	0.5522	0.438	0.002	0.9464	0.1698	0.9362	0.0906	0.901	0.72	0.0374	0.3012	0.8896	0.964	0.9058
CCL4_PseudomonasA	0.1272	0.7566	0.171	0.1382	0.5432	0.7896	0.9444	0.5342	0.1908	0.6746	0.1134	0.4424	0.9102	0.0838	0.922	0.7182	0.6344	0.7288	0.6648	0.9214	0.0222	0.7492	0.7668	0.6976	0.0206	0.9716	0.4178	0.9862	0.0528	0.8236	0.6712	0.026	0.3264	0.8292	0.968	0.8412
CCL4_StaphA	0.1874	0.6066	0.2272	0.133	0.5942	0.621	0.771	0.4952	0.1348	0.457	0.1674	0.6586	0.707	0.1228	0.8652	0.5014	0.3656	0.5156	0.4236	0.8974	0.2022	0.5782	0.9968	0.9722	0.1934	0.8084	0.869	0.8524	0.0468	0.6346	0.5556	0.0308	0.5184	0.6774	0.8336	0.6928
IL.17_BacillusS	0.2108	0.6402	0.2488	0.1738	0.5996	0.6548	0.798	0.5214	0.166	0.51	0.1758	0.6468	0.7406	0.1478	0.892	0.5518	0.4256	0.563	0.4808	0.9178	0.1956	0.6184	0.9826	0.9452	0.1898	0.8236	0.83	0.867	0.0654	0.6646	0.587	0.0508	0.5092	0.693	0.848	0.7066
IL.17_BacteroidesV	0.299	0.478	0.3196	0.1526	0.6592	0.273	0.5448	0.4846	0.1064	0.1132	0.271	0.9326	0.3652	0.205	0.584	0.073	0.0672	0.0716	0.051	0.6492	0.6578	0.2768	0.7276	0.7474	0.6278	0.5304	0.8226	0.6388	0.0492	0.3114	0.4428	0.0558	0.787	0.4056	0.6616	0.4156
IL.17_CandidaA	0.2692	0.4846	0.2938	0.1336	0.633	0.3542	0.599	0.4734	0.1028	0.1574	0.2374	0.8746	0.4434	0.1726	0.6432	0.1206	0.0926	0.1222	0.0732	0.7158	0.5488	0.3456	0.7922	0.8102	0.514	0.612	0.8824	0.6902	0.0432	0.3762	0.4568	0.0424	0.733	0.471	0.6942	0.48
IL.17_CD3.CD28	0.232	0.502	0.258	0.1198	0.6128	0.4102	0.631	0.463	0.0946	0.1906	0.2062	0.8162	0.509	0.1498	0.6964	0.1786	0.1196	0.1876	0.1094	0.7606	0.4428	0.3828	0.8424	0.863	0.4144	0.6646	0.9506	0.731	0.041	0.4208	0.4714	0.0364	0.6802	0.51	0.7212	0.5254
IL.17_ClostridiumP	0.1484	0.8926	0.201	0.2294	0.5544	0.8734	0.926	0.5972	0.2964	0.7644	0.1232	0.37	0.9614	0.1176	0.748	0.8074	0.7478	0.8198	0.7606	0.7586	0.0128	0.8248	0.4464	0.3406	0.0136	0.9096	0.1334	0.9068	0.1256	0.921	0.7532	0.0672	0.2742	0.9084	0.9282	0.9238
IL.17_PBS	0.5154	0.8908	0.5564	0.5588	0.758	0.835	0.979	0.7626	0.5264	0.7526	0.4102	0.6792	0.9498	0.4934	0.9122	0.7836	0.7368	0.7884	0.7446	0.9054	0.3656	0.8062	0.7828	0.7458	0.3718	0.9996	0.6372	0.9842	0.4602	0.874	0.7894	0.4272	0.6288	0.8698	0.9936	0.8782
IL.17_PseudomonasA	0.181	0.7062	0.224	0.1732	0.5804	0.7236	0.867	0.5388	0.193	0.5882	0.1518	0.5534	0.8264	0.1312	0.986	0.6358	0.5376	0.6488	0.5764	0.9994	0.0968	0.6788	0.882	0.8406	0.096	0.8948	0.6726	0.9254	0.0688	0.7466	0.6306	0.0476	0.431	0.7544	0.902	0.7694
IL.17_StaphA	0.1578	0.6812	0.1966	0.1388	0.5726	0.7146	0.855	0.5254	0.1666	0.5808	0.144	0.5612	0.8146	0.1048	0.9708	0.6236	0.515	0.635	0.5622	0.9854	0.0904	0.6686	0.9018	0.8682	0.0884	0.885	0.7058	0.9172	0.0496	0.738	0.614	0.0286	0.4124	0.7582	0.8984	0.7718
IL.6_BacillusS	0.286	0.4828	0.3102	0.1486	0.6396	0.3458	0.5914	0.4764	0.1054	0.1464	0.245	0.8984	0.43	0.1916	0.6338	0.104	0.0882	0.1052	0.0614	0.699	0.5888	0.3442	0.7758	0.791	0.557	0.5966	0.8626	0.6866	0.0486	0.373	0.4508	0.0482	0.7626	0.4682	0.6974	0.4764
IL.6_BacteroidesV	0.2172	0.7582	0.2628	0.2252	0.6132	0.7278	0.8846	0.5766	0.2276	0.598	0.1692	0.5472	0.8464	0.1726	0.9766	0.6472	0.5524	0.659	0.5894	0.9684	0.1064	0.689	0.8244	0.7688	0.1064	0.9246	0.5822	0.948	0.1178	0.7594	0.6454	0.0878	0.4434	0.768	0.923	0.7836
IL.6_CandidaA	0.4152	0.448	0.413	0.2096	0.7278	0.1114	0.4112	0.5094	0.12	0.0502	0.402	0.9126	0.1726	0.2986	0.367	0.023	0.0372	0.0208	0.0218	0.3402	0.9788	0.1362	0.45	0.4734	0.9936	0.228	0.553	0.4346	0.0742	0.179	0.3866	0.1148	0.9628	0.2528	0.5552	0.2466
IL.6_CD3.CD28	0.3322	0.4238	0.3424	0.1418	0.682	0.0826	0.412	0.4724	0.0792	0.0118	0.3208	0.9496	0.1796	0.2244	0.4124	0.0026	0.0092	0.0022	0.0018	0.4142	0.9014	0.1106	0.5334	0.5578	0.8616	0.278	0.639	0.4798	0.0398	0.172	0.3824	0.0564	0.8968	0.2566	0.5742	0.254
IL.6_ClostridiumP	0.2562	0.5188	0.2874	0.1488	0.6232	0.468	0.6538	0.4866	0.1114	0.2624	0.2186	0.8296	0.5454	0.1742	0.716	0.265	0.1758	0.2752	0.1846	0.7808	0.4522	0.4438	0.8602	0.8792	0.429	0.6878	0.9532	0.7432	0.0482	0.4686	0.485	0.0422	0.6934	0.55	0.745	0.5638
IL.6_PBS	0.3172	0.6834	0.3624	0.2872	0.6706	0.6436	0.7834	0.5882	0.233	0.5194	0.2606	0.7342	0.7224	0.259	0.8694	0.5478	0.4662	0.5586	0.4908	0.9066	0.332	0.6078	0.9966	0.97	0.3248	0.8228	0.8556	0.8416	0.1526	0.648	0.5914	0.137	0.6274	0.6788	0.8388	0.6916
IL.6_PseudomonasA	0.126	0.749	0.1708	0.125	0.5374	0.7726	0.9304	0.5264	0.1692	0.6518	0.1132	0.4502	0.8932	0.0846	0.9302	0.6954	0.606	0.7064	0.6378	0.9276	0.0242	0.725	0.771	0.709	0.0236	0.958	0.4358	0.9828	0.0438	0.8048	0.6574	0.0236	0.3302	0.8104	0.961	0.8266
IL.6_StaphA	0.3186	0.6136	0.3554	0.2608	0.6658	0.596	0.7296	0.5622	0.2274	0.4626	0.265	0.7938	0.6558	0.253	0.801	0.4762	0.3922	0.4834	0.4232	0.841	0.4378	0.5682	0.9174	0.9392	0.4232	0.7588	0.9806	0.7992	0.126	0.594	0.5696	0.1248	0.6768	0.6358	0.8046	0.6502
IL.13_BacillusS	0.4206	0.439	0.421	0.2156	0.736	0.0964	0.3924	0.506	0.121	0.0358	0.4138	0.8812	0.16	0.316	0.348	0.012	0.0238	0.0108	0.0112	0.3116	0.9324	0.1304	0.4154	0.4388	0.9646	0.202	0.5176	0.4192	0.0738	0.1732	0.3894	0.1212	0.9832	0.245	0.5534	0.2384
IL.13_BacteroidesV	0.409	0.4476	0.4114	0.2116	0.7324	0.1012	0.4024	0.5126	0.1152	0.0368	0.4026	0.8996	0.1674	0.3064	0.3612	0.0138	0.027	0.0124	0.0126	0.3284	0.96	0.1272	0.4362	0.4542	0.9914	0.2142	0.535	0.4292	0.0694	0.1748	0.3844	0.1114	0.9682	0.2458	0.5582	0.2398
IL.13_CandidaA	0.4298	0.4346	0.431	0.2198	0.7272	0.1078	0.388	0.5114	0.1232	0.048	0.4158	0.8832	0.1598	0.3148	0.3388	0.0254	0.035	0.0224	0.024	0.2886	0.9272	0.1296	0.4036	0.4286	0.9542	0.1914	0.5108	0.4034	0.0768	0.1676	0.3884	0.122	0.9842	0.2354	0.5396	0.2298
IL.13_CD3.CD28	0.3174	0.511	0.3368	0.188	0.6736	0.3446	0.5786	0.5112	0.123	0.1744	0.2824	0.9152	0.4184	0.2332	0.608	0.1402	0.1188	0.1396	0.1008	0.674	0.6434	0.3246	0.7532	0.7686	0.6158	0.5698	0.8432	0.6556	0.067	0.3592	0.4554	0.075	0.7926	0.4552	0.6838	0.466
IL.13_ClostridiumP	0.403	0.4398	0.4074	0.2024	0.7202	0.1082	0.4126	0.507	0.1146	0.0288	0.3856	0.9106	0.1798	0.2918	0.3882	0.0052	0.0186	0.0048	0.005	0.3766	0.9884	0.1392	0.4696	0.4944	0.9798	0.2566	0.5708	0.4642	0.0648	0.1884	0.3972	0.0984	0.9532	0.2672	0.5716	0.263
IL.13_PBS	0.4244	0.653	0.453	0.3534	0.7356	0.55	0.6968	0.6328	0.2796	0.4426	0.3778	0.881	0.6004	0.3508	0.7364	0.4486	0.3898	0.4548	0.4112	0.7812	0.6	0.5256	0.855	0.8762	0.5832	0.7052	0.957	0.7474	0.204	0.5468	0.5716	0.209	0.7762	0.6016	0.772	0.6064
IL.13_PseudomonasA	0.3882	0.4982	0.3964	0.2224	0.7306	0.2078	0.472	0.5398	0.1386	0.1	0.3746	0.9642	0.272	0.2858	0.4724	0.059	0.0684	0.0554	0.0514	0.4934	0.8922	0.2238	0.5842	0.6008	0.8592	0.38	0.6752	0.531	0.0792	0.25	0.4286	0.1116	0.9016	0.3432	0.6066	0.3468
IL.13_StaphA	0.4342	0.4934	0.4366	0.2628	0.7452	0.1884	0.4568	0.5418	0.1564	0.109	0.4214	0.9244	0.2402	0.3376	0.4286	0.0678	0.0822	0.0642	0.0626	0.4292	0.9864	0.2144	0.52	0.5368	0.952	0.3224	0.6068	0.489	0.0992	0.2382	0.427	0.1448	0.9482	0.3222	0.5892	0.3194
