item1	CCL2_BacillusS	CCL2_BacteroidesV	CCL2_CandidaA	CCL2_CD3.CD28	CCL2_ClostridiumP	CCL2_PBS	CCL2_PseudomonasA	CCL2_StaphA	IL.1a_BacillusS	IL.1a_BacteroidesV	IL.1a_CandidaA	IL.1a_CD3.CD28	IL.1a_ClostridiumP	IL.1a_PBS	IL.1a_PseudomonasA	IL.1a_StaphA	IL.5_BacillusS	IL.5_BacteroidesV	IL.5_CandidaA	IL.5_CD3.CD28	IL.5_ClostridiumP	IL.5_PBS	IL.5_PseudomonasA	IL.5_StaphA	IFN.y_BacillusS	IFN.y_BacteroidesV	IFN.y_CandidaA	IFN.y_CD3.CD28	IFN.y_ClostridiumP	IFN.y_PBS	IFN.y_PseudomonasA	IFN.y_StaphA	TNF.a_BacillusS	TNF.a_BacteroidesV	TNF.a_CandidaA	TNF.a_CD3.CD28	TNF.a_ClostridiumP	TNF.a_PBS	TNF.a_PseudomonasA	TNF.a_StaphA	CXCL1_BacillusS	CXCL1_BacteroidesV	CXCL1_CandidaA	CXCL1_CD3.CD28	CXCL1_ClostridiumP	CXCL1_PBS	CXCL1_PseudomonasA	CXCL1_StaphA	IL.1b_BacillusS	IL.1b_BacteroidesV	IL.1b_CandidaA	IL.1b_CD3.CD28	IL.1b_ClostridiumP	IL.1b_PBS	IL.1b_PseudomonasA	IL.1b_StaphA	IL.10_BacillusS	IL.10_BacteroidesV	IL.10_CandidaA	IL.10_CD3.CD28	IL.10_ClostridiumP	IL.10_PBS	IL.10_PseudomonasA	IL.10_StaphA	CCL3_BacillusS	CCL3_BacteroidesV	CCL3_CandidaA	CCL3_CD3.CD28	CCL3_ClostridiumP	CCL3_PBS	CCL3_PseudomonasA	CCL3_StaphA	CCL4_BacillusS	CCL4_BacteroidesV	CCL4_CandidaA	CCL4_CD3.CD28	CCL4_ClostridiumP	CCL4_PBS	CCL4_PseudomonasA	CCL4_StaphA	IL.17_BacillusS	IL.17_BacteroidesV	IL.17_CandidaA	IL.17_CD3.CD28	IL.17_ClostridiumP	IL.17_PBS	IL.17_PseudomonasA	IL.17_StaphA	IL.6_BacillusS	IL.6_BacteroidesV	IL.6_CandidaA	IL.6_CD3.CD28	IL.6_ClostridiumP	IL.6_PBS	IL.6_PseudomonasA	IL.6_StaphA	IL.13_BacillusS	IL.13_BacteroidesV	IL.13_CandidaA	IL.13_CD3.CD28	IL.13_ClostridiumP	IL.13_PBS	IL.13_PseudomonasA	IL.13_StaphA
IL.5_PseudomonasA	0.4248	0.6244	0.4896	0.5714	0.0768	0.1176	0.7126	0.5692	0.6312	0.5478	0.4706	0.739	0.441	0.7834	0.0536	0.6728	0.028	0.012	0.3164	0.2098	0.0148	0.7694	0.0112	0.3706	0.119	0.1024	0.0268	0.4976	0.5472	0.7974	0.081	0.0204	0.0828	0.2998	0.0122	0.711	0.0236	0.592	0.156	0.289	0.5314	0.561	0.4806	0.6514	0.296	0.6788	0.566	0.5948	0.7222	0.7102	0.6706	0.734	0.7028	0.8284	0.7038	0.7426	0.6424	0.3924	0.7428	0.6664	0.6278	0.8542	0.5592	0.7028	0.013	0.005	0.018	0.6504	0.0124	0.0208	0.0538	0.4324	0.018	0.0112	0.0158	0.3978	0.0138	0.0826	0.0116	0.0124	0.0436	0.1322	0.0722	0.1376	0.0228	0.8302	0.0288	0.0112	0.3334	0.0698	0.621	0.5704	0.4952	0.703	0.013	0.5448	0.6724	0.6814	0.4784	0.6602	0.6366	0.7698	0.7178	0.7162
IL.5_StaphA	0.2448	0.1898	0.2608	0.124	0.228	0.3226	0.1972	0.2576	0.1702	0.234	0.3092	0.2522	0.164	0.294	0.1988	0.158	0.334	0.4526	0.3644	0.2524	0.355	0.3214	0.3856	0.1758	0.4546	0.4696	0.5708	0.2858	0.2916	0.3362	0.3988	0.5148	0.201	0.213	0.4944	0.2444	0.2896	0.2558	0.1776	0.2556	0.2538	0.2364	0.2182	0.189	0.2626	0.2466	0.2382	0.2714	0.315	0.3018	0.4012	0.266	0.289	0.336	0.2246	0.263	0.2828	0.2492	0.3798	0.2338	0.3062	0.3326	0.1864	0.2148	0.5148	0.3762	0.553	0.28	0.5044	0.5518	0.3638	0.401	0.5044	0.4604	0.5166	0.204	0.5236	0.3868	0.486	0.3594	0.4052	0.3332	0.3046	0.2758	0.5614	0.3588	0.4722	0.457	0.1826	0.514	0.2992	0.1984	0.1604	0.2892	0.4972	0.2752	0.2372	0.2578	0.3376	0.2122	0.2098	0.2848	0.2336	0.2768
IFN.y_BacillusS	0.5182	0.673	0.55	0.6288	0.273	0.2426	0.7566	0.6288	0.672	0.5912	0.5172	0.7772	0.5196	0.8418	0.2722	0.711	0.1748	0.0904	0.3872	0.3514	0.1476	0.8438	0.1082	0.4618	0.1894	0.1706	0.062	0.559	0.614	0.8932	0.1814	0.081	0.2928	0.4332	0.0682	0.7476	0.1756	0.6572	0.3548	0.4256	0.5992	0.6262	0.5582	0.706	0.4268	0.7336	0.6344	0.6502	0.7538	0.741	0.7148	0.7774	0.7336	0.9464	0.7422	0.7846	0.6804	0.4466	0.7996	0.7008	0.6946	0.9788	0.6044	0.7354	0.0684	0.128	0.061	0.6858	0.0696	0.0608	0.1804	0.5046	0.0746	0.081	0.07	0.4786	0.0624	0.175	0.074	0.148	0.1472	0.2686	0.2386	0.2814	0.0604	0.9566	0.11	0.0806	0.4498	0.1196	0.6556	0.6156	0.5626	0.7538	0.069	0.613	0.7026	0.7128	0.5232	0.6936	0.6692	0.8274	0.7566	0.7538
IFN.y_BacteroidesV	0.5224	0.6616	0.5416	0.6202	0.2722	0.2454	0.7476	0.622	0.6548	0.5814	0.5158	0.7636	0.516	0.815	0.2548	0.7056	0.1718	0.0894	0.3888	0.3536	0.1448	0.8118	0.1018	0.4588	0.1836	0.1754	0.0642	0.5552	0.6048	0.8554	0.1848	0.0714	0.2802	0.4346	0.0714	0.74	0.1648	0.6386	0.3474	0.4266	0.5972	0.6184	0.561	0.7016	0.4322	0.7294	0.6234	0.6448	0.7476	0.7382	0.6984	0.7646	0.7292	0.9012	0.7266	0.773	0.6668	0.4576	0.7776	0.6912	0.6724	0.9344	0.6032	0.7278	0.0644	0.112	0.0618	0.6844	0.0646	0.0614	0.1674	0.5088	0.0696	0.0766	0.078	0.482	0.063	0.1784	0.0694	0.1298	0.1514	0.2616	0.2312	0.2832	0.0626	0.913	0.1006	0.075	0.4386	0.1212	0.6492	0.613	0.5492	0.7388	0.071	0.5996	0.7054	0.7072	0.5236	0.6868	0.667	0.8044	0.7476	0.7406
IFN.y_CandidaA	0.6016	0.8148	0.6608	0.7722	0.1974	0.1446	0.9042	0.7652	0.7986	0.713	0.6156	0.9392	0.621	0.9418	0.1952	0.8516	0.0738	0.013	0.368	0.3374	0.0518	0.9228	0.0234	0.5548	0.0648	0.0664	0.0108	0.6678	0.726	0.8372	0.0722	0.004	0.2298	0.4646	0.0106	0.9036	0.074	0.7836	0.3426	0.4246	0.7252	0.7602	0.6742	0.8546	0.442	0.8872	0.7668	0.7868	0.9174	0.8872	0.8754	0.9376	0.8742	0.67	0.8686	0.9456	0.7968	0.5342	0.9862	0.8258	0.833	0.5556	0.7272	0.871	0.0108	0.0242	0.0108	0.8332	0.011	0.0108	0.0568	0.546	0.0116	0.0122	0.0112	0.573	0.0112	0.0704	0.0114	0.0288	0.0458	0.1742	0.1472	0.219	0.0108	0.6388	0.0222	0.0108	0.5216	0.0364	0.7822	0.7468	0.6862	0.9216	0.0116	0.7222	0.8362	0.843	0.613	0.8218	0.8014	0.9534	0.9046	0.8992
IFN.y_CD3.CD28	0.2998	0.2258	0.3048	0.2028	0.3582	0.4208	0.2154	0.2814	0.2158	0.2764	0.3432	0.2322	0.2616	0.2552	0.3516	0.2002	0.4596	0.5574	0.4174	0.3552	0.4698	0.2828	0.4998	0.289	0.5522	0.554	0.6718	0.311	0.3152	0.3	0.4948	0.6224	0.3396	0.301	0.6006	0.239	0.4314	0.278	0.3154	0.331	0.2808	0.2624	0.2678	0.2148	0.3294	0.246	0.2634	0.2842	0.2888	0.2802	0.3868	0.245	0.2706	0.2906	0.2234	0.2324	0.2902	0.3248	0.3418	0.2444	0.3094	0.2904	0.2464	0.2172	0.6192	0.5022	0.6528	0.279	0.616	0.6512	0.482	0.4238	0.6058	0.564	0.6148	0.2846	0.6236	0.4864	0.5878	0.4888	0.516	0.4218	0.4096	0.3788	0.6622	0.3216	0.5714	0.5734	0.2956	0.614	0.3042	0.2508	0.244	0.2722	0.6024	0.305	0.2428	0.2546	0.3584	0.2376	0.24	0.2576	0.2252	0.2546
IFN.y_ClostridiumP	0.2898	0.2094	0.2998	0.2038	0.3924	0.449	0.1776	0.2506	0.2222	0.275	0.3344	0.2004	0.2696	0.228	0.3858	0.1848	0.5034	0.6088	0.4288	0.3674	0.5114	0.2492	0.551	0.2918	0.6026	0.5988	0.735	0.3044	0.2882	0.2718	0.5392	0.6756	0.3768	0.3128	0.6568	0.2008	0.4694	0.265	0.3328	0.3466	0.2578	0.2432	0.2464	0.186	0.3282	0.2088	0.2464	0.2636	0.254	0.2508	0.3602	0.2098	0.2494	0.252	0.2082	0.1962	0.281	0.3304	0.306	0.229	0.294	0.2506	0.2476	0.2054	0.6786	0.5554	0.7128	0.2472	0.6738	0.7134	0.5352	0.4174	0.668	0.6204	0.6698	0.2886	0.6802	0.5244	0.6464	0.5402	0.563	0.4596	0.4454	0.4144	0.7254	0.2882	0.6196	0.6314	0.3076	0.6604	0.2912	0.2344	0.2484	0.248	0.6542	0.2914	0.2338	0.2338	0.3624	0.2162	0.2318	0.2238	0.2012	0.2196
IFN.y_PBS	0.3148	0.164	0.2968	0.1786	0.5594	0.6606	0.1152	0.2226	0.1646	0.249	0.3498	0.1064	0.2946	0.1058	0.5728	0.1258	0.725	0.8616	0.5428	0.5	0.7538	0.1368	0.8066	0.3556	0.881	0.862	0.833	0.3094	0.2636	0.1456	0.7678	0.9982	0.5452	0.3922	0.9342	0.1242	0.7046	0.211	0.4662	0.4294	0.2436	0.2202	0.2604	0.1394	0.4134	0.1462	0.217	0.2164	0.1494	0.148	0.2694	0.1094	0.1454	0.1128	0.123	0.106	0.2062	0.3986	0.1876	0.147	0.21	0.1006	0.213	0.1188	0.9718	0.7986	0.9278	0.1802	0.9644	0.9198	0.7622	0.4562	0.9546	0.8814	0.9592	0.3386	0.978	0.7642	0.9208	0.7794	0.8042	0.6458	0.6458	0.5886	0.8798	0.1572	0.8828	0.898	0.3674	0.9792	0.2202	0.2108	0.2444	0.1486	0.9378	0.2644	0.1548	0.1498	0.3676	0.1454	0.172	0.1052	0.109	0.1244
IFN.y_PseudomonasA	0.4488	0.5972	0.4886	0.5462	0.227	0.2166	0.6814	0.551	0.5938	0.5296	0.473	0.7092	0.4478	0.7442	0.2062	0.6392	0.1468	0.0774	0.3662	0.3094	0.1228	0.7322	0.0836	0.3904	0.195	0.1894	0.0784	0.503	0.5418	0.762	0.1792	0.0878	0.2284	0.3726	0.0676	0.682	0.1358	0.5782	0.2862	0.3666	0.5238	0.5466	0.483	0.6276	0.3706	0.6558	0.5484	0.5746	0.6956	0.6846	0.6468	0.707	0.6776	0.8018	0.6772	0.7166	0.617	0.4078	0.7198	0.6396	0.6182	0.8264	0.543	0.6736	0.0682	0.0986	0.07	0.6256	0.0674	0.0726	0.1578	0.464	0.073	0.0654	0.0764	0.4168	0.0644	0.174	0.0638	0.1152	0.1408	0.2468	0.2062	0.2472	0.0748	0.8026	0.107	0.067	0.3792	0.1426	0.6	0.5548	0.4896	0.6756	0.0678	0.5384	0.6486	0.6574	0.4844	0.6352	0.6094	0.73	0.6942	0.6876
IFN.y_StaphA	0.565	0.7662	0.6046	0.7202	0.2026	0.1554	0.8562	0.706	0.7594	0.665	0.5716	0.862	0.5746	0.9322	0.178	0.7988	0.0736	0.0046	0.3534	0.3186	0.0482	0.9446	0.0192	0.5046	0.0862	0.0706	0.0038	0.6088	0.6736	0.998	0.0818	6e-04	0.2188	0.4448	2e-04	0.8444	0.0688	0.7322	0.3244	0.4192	0.6748	0.7024	0.6246	0.7982	0.4186	0.833	0.7126	0.7296	0.84	0.822	0.7994	0.8562	0.8144	0.8986	0.8246	0.866	0.7552	0.4888	0.8916	0.78	0.7534	0.8192	0.6834	0.8238	0	0.0172	8e-04	0.7726	0	0.0054	0.064	0.5232	0.0014	8e-04	0.0056	0.5244	0.005	0.087	2e-04	0.0278	0.0534	0.1784	0.1438	0.2112	0.003	0.8832	0.0168	2e-04	0.48	0.0368	0.734	0.6976	0.6366	0.8348	6e-04	0.6818	0.7918	0.7986	0.561	0.7748	0.7586	0.9204	0.8392	0.8298
TNF.a_BacillusS	0.2866	0.3448	0.3248	0.2748	0.1384	0.2202	0.4074	0.3506	0.3566	0.3302	0.3462	0.4802	0.2356	0.5176	0.092	0.3682	0.1362	0.1364	0.3208	0.2058	0.1078	0.506	0.0786	0.201	0.3012	0.2744	0.2372	0.3396	0.371	0.5276	0.2236	0.222	0.1196	0.2142	0.168	0.4422	0.1172	0.3714	0.134	0.2582	0.3362	0.3402	0.2832	0.3558	0.2552	0.4056	0.3438	0.3818	0.4828	0.4748	0.4968	0.4838	0.4684	0.5614	0.4364	0.4854	0.4276	0.2586	0.527	0.421	0.4368	0.573	0.3158	0.4418	0.19	0.1076	0.2162	0.4106	0.186	0.222	0.2	0.4162	0.1916	0.1242	0.1894	0.2446	0.181	0.223	0.156	0.1446	0.1952	0.2254	0.1594	0.1878	0.226	0.554	0.2	0.1444	0.2104	0.28	0.4226	0.325	0.2616	0.458	0.1734	0.365	0.422	0.4342	0.3712	0.4056	0.3838	0.5074	0.4588	0.4636
TNF.a_BacteroidesV	0.2586	0.2412	0.278	0.1888	0.2302	0.3144	0.2524	0.28	0.241	0.2728	0.3148	0.319	0.212	0.3566	0.2102	0.2286	0.2986	0.3612	0.3576	0.2526	0.2904	0.37	0.2934	0.2126	0.4264	0.4286	0.47	0.2992	0.3178	0.3922	0.3588	0.4342	0.216	0.2342	0.3976	0.3012	0.2732	0.2988	0.2026	0.275	0.2724	0.2634	0.2362	0.2318	0.2648	0.2798	0.2722	0.3024	0.3602	0.3492	0.4216	0.3348	0.3392	0.3992	0.2956	0.3324	0.3342	0.2598	0.4182	0.2984	0.35	0.4076	0.2388	0.2864	0.4172	0.3094	0.447	0.3108	0.408	0.4508	0.3506	0.409	0.4172	0.361	0.4202	0.2292	0.4162	0.3578	0.3816	0.3304	0.361	0.3212	0.275	0.2742	0.4578	0.4112	0.4006	0.3658	0.2194	0.4606	0.334	0.2452	0.2112	0.3386	0.398	0.3076	0.2996	0.311	0.3476	0.2808	0.275	0.35	0.3004	0.3298
TNF.a_CandidaA	0.5388	0.7346	0.5906	0.6946	0.1418	0.1144	0.8174	0.6808	0.7306	0.6464	0.5588	0.831	0.5522	0.888	0.124	0.7742	0.0394	0.0104	0.3406	0.286	0.022	0.8852	0.0112	0.485	0.0776	0.07	0.0114	0.5982	0.6508	0.9328	0.0624	8e-04	0.1626	0.408	0.0044	0.8162	0.0356	0.7012	0.2704	0.374	0.6492	0.6818	0.6064	0.772	0.3872	0.7964	0.686	0.7024	0.8106	0.793	0.7654	0.827	0.788	0.9942	0.794	0.835	0.7274	0.475	0.8426	0.7532	0.7244	0.9552	0.6596	0.7974	0.0102	0.0068	0.0102	0.7514	0.0108	0.0112	0.039	0.4904	0.0126	0.0102	0.0118	0.508	0.0114	0.0646	0.0108	0.0104	0.0382	0.1476	0.104	0.1772	0.0112	0.9936	0.02	0.0062	0.4546	0.0414	0.7142	0.6806	0.613	0.8028	0.0106	0.6582	0.7626	0.7678	0.5524	0.7478	0.7308	0.8712	0.8104	0.8054
TNF.a_CD3.CD28	0.237	0.084	0.2228	0.0794	0.462	0.5568	0.05	0.1596	0.0824	0.169	0.2888	0.0452	0.1906	0.0658	0.47	0.052	0.647	0.7746	0.4748	0.406	0.6734	0.1	0.7246	0.2496	0.742	0.7438	0.905	0.2328	0.2052	0.115	0.684	0.849	0.4496	0.2952	0.8256	0.0708	0.6144	0.1556	0.364	0.3392	0.179	0.1464	0.1802	0.0616	0.3248	0.0918	0.147	0.1636	0.0984	0.0938	0.2478	0.0484	0.0906	0.0868	0.057	0.0464	0.1414	0.3068	0.158	0.0772	0.1658	0.0774	0.1264	0.0476	0.84	0.72	0.8808	0.1272	0.8354	0.8764	0.6712	0.3992	0.8254	0.7886	0.8292	0.2384	0.8418	0.6734	0.8106	0.694	0.7156	0.5626	0.568	0.4976	0.8918	0.1268	0.7868	0.7972	0.263	0.8238	0.1616	0.124	0.1454	0.1038	0.8268	0.2028	0.0878	0.0828	0.3212	0.0732	0.0938	0.0658	0.0478	0.0676
TNF.a_ClostridiumP	0.365	0.5052	0.4188	0.4414	0.114	0.16	0.5872	0.4698	0.5262	0.454	0.4076	0.6448	0.3438	0.6912	0.0844	0.5514	0.0712	0.035	0.3192	0.2202	0.045	0.6704	0.0238	0.2954	0.1796	0.1666	0.0754	0.4286	0.4714	0.6962	0.1384	0.0774	0.1212	0.2678	0.0408	0.613	0.055	0.4998	0.1688	0.2832	0.4352	0.4548	0.3772	0.5328	0.2752	0.5714	0.4658	0.4956	0.6274	0.618	0.5978	0.6456	0.6084	0.7336	0.6134	0.6546	0.5548	0.3228	0.652	0.5682	0.5374	0.7506	0.452	0.6034	0.0492	0.0278	0.0612	0.5564	0.0488	0.0678	0.1034	0.4162	0.0582	0.03	0.0566	0.326	0.0514	0.1342	0.037	0.0514	0.0918	0.174	0.1198	0.166	0.0694	0.724	0.0734	0.0358	0.2894	0.1372	0.5316	0.4624	0.3938	0.6106	0.046	0.4618	0.5834	0.5864	0.432	0.5592	0.5388	0.671	0.6252	0.624
TNF.a_PBS	0.267	0.1704	0.2634	0.1564	0.3944	0.4874	0.1368	0.2268	0.1702	0.2244	0.3068	0.1366	0.2296	0.1698	0.388	0.1342	0.5416	0.653	0.427	0.3672	0.5482	0.1952	0.5934	0.2704	0.6396	0.6304	0.792	0.2722	0.2674	0.2102	0.5682	0.736	0.3858	0.2982	0.7064	0.1458	0.4988	0.2262	0.3252	0.3374	0.2316	0.211	0.2242	0.1488	0.3234	0.1726	0.2146	0.2338	0.1928	0.1882	0.3012	0.1504	0.183	0.1944	0.1518	0.138	0.2318	0.3118	0.2488	0.1652	0.246	0.1932	0.1868	0.1426	0.7356	0.596	0.7642	0.1952	0.7308	0.7644	0.5664	0.4106	0.7198	0.6662	0.717	0.2632	0.7346	0.5646	0.6966	0.5776	0.6032	0.48	0.4692	0.4184	0.7782	0.2306	0.671	0.6796	0.2812	0.7058	0.2358	0.1916	0.2026	0.1926	0.709	0.2592	0.1714	0.1684	0.3332	0.1534	0.1782	0.1654	0.134	0.159
TNF.a_PseudomonasA	0.258	0.2738	0.2848	0.1998	0.1558	0.245	0.3088	0.3002	0.272	0.2854	0.3208	0.3834	0.1872	0.4326	0.1154	0.2664	0.1982	0.2478	0.3342	0.2138	0.1914	0.438	0.1664	0.1782	0.35	0.347	0.3472	0.3088	0.3298	0.4566	0.2864	0.324	0.1388	0.2028	0.2834	0.3564	0.166	0.3174	0.1384	0.2448	0.2896	0.2838	0.2432	0.27	0.2456	0.3332	0.289	0.3276	0.4146	0.4008	0.4576	0.3924	0.3876	0.476	0.3512	0.3948	0.3622	0.2408	0.4666	0.3398	0.3808	0.4768	0.2526	0.3404	0.2952	0.19	0.3302	0.35	0.2916	0.3318	0.2512	0.4046	0.2934	0.2336	0.3056	0.2118	0.2896	0.2758	0.2618	0.2174	0.2638	0.2512	0.1972	0.213	0.3402	0.4784	0.2956	0.2466	0.1864	0.3606	0.37	0.2682	0.2054	0.3948	0.2828	0.3198	0.3484	0.3618	0.3514	0.3248	0.3086	0.42	0.3682	0.3894
TNF.a_StaphA	0.2962	0.2822	0.315	0.2412	0.268	0.3224	0.294	0.3128	0.2888	0.2998	0.3386	0.3576	0.262	0.393	0.2472	0.2788	0.3116	0.3402	0.3658	0.2798	0.2974	0.4026	0.2896	0.2592	0.4156	0.4186	0.4268	0.3164	0.3448	0.421	0.36	0.3976	0.2524	0.2688	0.3728	0.3296	0.2812	0.3326	0.2436	0.303	0.3048	0.297	0.2704	0.2728	0.2946	0.317	0.3044	0.3352	0.378	0.3702	0.4314	0.3626	0.3642	0.432	0.3388	0.3558	0.3624	0.2996	0.426	0.328	0.379	0.4418	0.2844	0.3284	0.381	0.303	0.4088	0.3312	0.3722	0.4108	0.3466	0.417	0.3866	0.3336	0.392	0.2676	0.3832	0.3478	0.3526	0.3252	0.3546	0.3316	0.2988	0.288	0.4216	0.4444	0.3862	0.3384	0.2626	0.4364	0.3556	0.2852	0.2578	0.3712	0.3696	0.3314	0.328	0.34	0.3644	0.3162	0.3054	0.389	0.3424	0.3564
CXCL1_BacillusS	0.2386	0.1676	0.2702	0.1476	0.3432	0.432	0.135	0.2136	0.181	0.2372	0.313	0.167	0.2248	0.1982	0.3478	0.1388	0.487	0.6084	0.4062	0.3382	0.4992	0.2326	0.5414	0.2572	0.5894	0.5942	0.7402	0.267	0.2478	0.2426	0.5236	0.678	0.341	0.2692	0.6578	0.1664	0.4392	0.2196	0.2866	0.3036	0.2188	0.2034	0.2022	0.1406	0.2766	0.1668	0.2022	0.2198	0.2318	0.2278	0.3468	0.1788	0.2222	0.2344	0.175	0.169	0.255	0.311	0.2924	0.195	0.2654	0.2296	0.2094	0.1698	0.6788	0.5452	0.719	0.2182	0.6714	0.7162	0.5132	0.3936	0.6694	0.621	0.6742	0.2466	0.682	0.5182	0.6446	0.5222	0.5562	0.4332	0.4254	0.3824	0.734	0.2672	0.622	0.6276	0.271	0.6626	0.2632	0.1978	0.2066	0.2244	0.6554	0.259	0.2016	0.2072	0.3452	0.1824	0.2034	0.1974	0.1638	0.1906
CXCL1_BacteroidesV	0.2282	0.145	0.2526	0.1224	0.3548	0.4398	0.1122	0.1956	0.1542	0.216	0.304	0.1362	0.2096	0.1712	0.3524	0.109	0.5066	0.6392	0.4098	0.3404	0.525	0.2042	0.5714	0.2434	0.607	0.617	0.773	0.2492	0.2344	0.2196	0.5488	0.7086	0.342	0.2618	0.6886	0.1408	0.4638	0.2012	0.283	0.297	0.2018	0.1836	0.1876	0.118	0.2742	0.1482	0.1804	0.2016	0.207	0.1994	0.3324	0.1452	0.1944	0.2024	0.1406	0.1398	0.2314	0.2986	0.269	0.1628	0.2392	0.2008	0.1798	0.1352	0.7104	0.5688	0.7528	0.1912	0.7032	0.7506	0.533	0.3854	0.6956	0.6446	0.7086	0.2338	0.712	0.5386	0.6726	0.5504	0.5852	0.4448	0.4414	0.3884	0.7678	0.2426	0.6478	0.6574	0.257	0.6862	0.2416	0.1734	0.1842	0.1956	0.6884	0.2446	0.173	0.1768	0.3338	0.1496	0.1746	0.167	0.131	0.1642
CXCL1_CandidaA	0.2208	0.1546	0.2518	0.1196	0.2886	0.3832	0.1338	0.2016	0.1614	0.2266	0.302	0.1802	0.1956	0.2176	0.2852	0.1254	0.4316	0.552	0.3868	0.297	0.442	0.246	0.4802	0.2172	0.5438	0.5572	0.6806	0.2606	0.24	0.263	0.4816	0.619	0.2888	0.2318	0.6044	0.1728	0.3764	0.2192	0.2346	0.273	0.2048	0.1892	0.1828	0.1312	0.2504	0.1688	0.1912	0.2156	0.2486	0.2404	0.3606	0.1974	0.2326	0.2566	0.1786	0.1912	0.2522	0.2834	0.3202	0.1946	0.2696	0.255	0.1854	0.1676	0.6236	0.4794	0.661	0.2214	0.6132	0.6608	0.4584	0.3848	0.6106	0.5582	0.6248	0.2158	0.627	0.4582	0.5848	0.4666	0.5048	0.3938	0.3786	0.3386	0.677	0.2866	0.5716	0.565	0.2332	0.6196	0.263	0.1844	0.1778	0.2296	0.6052	0.2484	0.2026	0.2104	0.3376	0.178	0.1916	0.2162	0.1726	0.206
CXCL1_CD3.CD28	0.1832	0.0732	0.194	0.0558	0.3808	0.499	0.048	0.136	0.0676	0.1432	0.261	0.0506	0.144	0.081	0.385	0.0396	0.5874	0.723	0.4324	0.3512	0.607	0.118	0.6622	0.1944	0.685	0.694	0.8552	0.2054	0.1754	0.135	0.6204	0.8002	0.37	0.23	0.7742	0.0656	0.5436	0.1418	0.273	0.2758	0.1468	0.1218	0.131	0.0522	0.2586	0.0872	0.1246	0.1432	0.1146	0.104	0.2614	0.0566	0.0994	0.1116	0.0538	0.0486	0.1386	0.27	0.1804	0.0704	0.1666	0.1064	0.0984	0.0436	0.7988	0.6576	0.8304	0.1232	0.7908	0.8298	0.6102	0.3714	0.7846	0.7332	0.7802	0.1878	0.7964	0.6136	0.7668	0.6314	0.6642	0.509	0.508	0.4348	0.8426	0.1522	0.7318	0.7468	0.2166	0.7728	0.1608	0.107	0.1088	0.109	0.776	0.1796	0.084	0.0882	0.2958	0.0632	0.0842	0.0778	0.0424	0.0708
CXCL1_ClostridiumP	0.2668	0.2672	0.3148	0.2286	0.2438	0.318	0.2738	0.2834	0.2826	0.306	0.3398	0.3484	0.255	0.3818	0.2416	0.2644	0.3234	0.3538	0.368	0.2858	0.3106	0.3866	0.2926	0.2632	0.4224	0.4242	0.4536	0.317	0.3162	0.4082	0.3686	0.417	0.2554	0.2636	0.3852	0.3168	0.2672	0.3106	0.237	0.2898	0.2788	0.2754	0.2486	0.2538	0.2674	0.2866	0.2804	0.308	0.3818	0.3738	0.4386	0.3596	0.3646	0.4182	0.336	0.356	0.3544	0.3062	0.4334	0.3252	0.3598	0.4282	0.291	0.3252	0.3944	0.3096	0.4292	0.3344	0.3818	0.4274	0.3388	0.3992	0.4004	0.3446	0.4026	0.262	0.3944	0.352	0.367	0.3166	0.362	0.3314	0.3044	0.2944	0.4394	0.4304	0.3928	0.3492	0.2726	0.4524	0.3566	0.285	0.2602	0.3544	0.3798	0.3238	0.3306	0.3384	0.3716	0.3162	0.3096	0.3716	0.3368	0.356
CXCL1_PBS	0.2122	0.1112	0.2338	0.1048	0.4206	0.5284	0.0716	0.1538	0.1152	0.1886	0.2862	0.077	0.2052	0.1	0.429	0.075	0.6064	0.7454	0.4538	0.3874	0.6292	0.1276	0.6914	0.2536	0.7154	0.7218	0.8956	0.2348	0.2004	0.1436	0.6422	0.829	0.417	0.2782	0.803	0.0858	0.5646	0.1654	0.328	0.3214	0.1644	0.1426	0.1634	0.086	0.2928	0.1026	0.145	0.157	0.1372	0.131	0.264	0.0852	0.127	0.1146	0.0904	0.0766	0.1768	0.312	0.1916	0.1106	0.186	0.1098	0.1524	0.0822	0.8286	0.687	0.8684	0.145	0.822	0.8676	0.6402	0.3812	0.8152	0.7612	0.8126	0.24	0.828	0.6418	0.7906	0.6616	0.6798	0.5302	0.5318	0.4604	0.8796	0.1554	0.7546	0.7754	0.276	0.7964	0.193	0.1474	0.1674	0.1278	0.8048	0.2076	0.1212	0.124	0.3202	0.107	0.126	0.0918	0.0776	0.0996
