Feature	IFN_y_Bacillus.S.	IFN_y_Bacteroides.V.	IFN_y_Candida.A.	IFN_y_CD3_CD28	IFN_y_Clostridium.P.	IFN_y_PBS	IFN_y_Pseudomonas.A.	IFN_y_Staph.A.
Smarca1	0.155912480912733	0.025841462801056	0.0154568031768402	0.0441919114520545	0.0201928675769547	0.0156554136589583	0.0359100549798689	0.0341224657401844
Smarca4	0.05606875982451	0.0844234610059325	0.212579506115134	0.0338012714575258	0.182457732933544	0.184411479167943	0.0984867504563583	0.0860448727512153
Snhg6	0.065733480888476	0.020173313717204	0.0233816361502352	0.0269123899495472	0.0463450576160393	0.00482442430457267	0.0559978289955084	0.00776883110358312
Snhg7	0.00361506305181807	0.00553118529808374	0.00113162989153025	0.00504485027902827	0.00392125485072139	0.000446997704126394	0.00572997677825334	0.00102547659818822
Snord104	0.00247001485448178	0.000984536547371728	0.00223867453827978	0.00379814183166766	0.00349948691027316	0.00346627617169705	0.00343725976709471	0.000647287126911667
Snx12	0.0191814887765144	0.114606622291313	0.0156234043242473	0.0246111223633446	0.0232955681655434	0.052410501570809	0.0733221798725859	0.0534068033580283
Sorcs2	0.0804496598662235	0.199785135338928	0.0393832657305134	0.10991428646969	0.04168571797113	0.0520952819569542	0.201185757310615	0.05106153934665
Sowahc	0.0150836772250367	0.00665069747687168	0.0142761905940055	0.0138520423227074	0.0057279122604773	0.00126072932458284	0.00724216262010987	0.0167388972881721
Spata24	0.0485268934272531	0.0319645007967186	0.0418447041467394	0.0863628534359143	0.0519921137567017	0.012887237663599	0.0195455302045287	0.0799345202771819
Spc24	0.0215586319144855	0.0782885618984646	0.0280716459458536	0.0694668578291516	0.0315551820758946	0.0170362199797447	0.0872423224313547	0.0806237641306713
Srsf6	0.0266613377181048	0.0215729497515772	0.00524176067925736	0.0181871390028885	0.0303304263265354	0.0141720935558595	0.0429240051885862	0.0231386816323793
Sspo	0.787296789520203	0.8116570600306	0.312544438404015	0.136238267809542	0.504664853249332	0.0160370466399697	0.294725512312245	0.6777058986581
Syt13	0.0604485847232731	0.136860586472002	0.0542937100386191	0.0198059093716068	0.0209912903165456	0.0117113335568663	0.0635663365737662	0.120762989205169
Syt3	0.0696864664639086	0.0370130128476572	0.0456026798419826	0.011898789492909	0.0527978452118176	0.0279215500937932	0.095454221566158	0.0220479109893503
Tcap	0.005537771352045	0.00354235089321627	0.00186720162865809	0.00410465803992319	0.00331346119684436	0.00361043548738982	0.0031184499236947	0.00472679921319012
Tjp1	0.0278596312148298	0.134068510343061	0.0348326925839982	0.207540828724278	0.077308480594547	0.0234499139213058	0.0472916797225829	0.121753386946758
Tmem150b	0.298064231793011	0.116857361470054	0.0922436189352981	0.0634926445020036	0.362414460278146	0.100966641683725	0.161435990646337	0.237726209612224
Tmem181a	0.0644257621428437	0.129047224987422	0.0295167213674286	0.0944511113878866	0.0280192303210266	0.0116018488671406	0.0378878513539568	0.0172136315111607
Tnfaip1	0.0815693571204843	0.0689865976723012	0.0449932936242727	0.043894675468176	0.0643312728753303	0.0119704583295351	0.313859339489039	0.0684758687559478
Tomm6	0.0465107799017992	0.033447985528077	0.0136986760702582	0.0748203051043553	0.0363827120212442	0.028481733646309	0.0873181144939745	0.0674658751629725
Tox2	0.0344054951770033	0.0134556568497439	0.0424900482724564	0.0746496642743085	0.0407941576212329	0.00917816825756664	0.0448551058922195	0.0671243977722437
Trappc1	0.0828111113396236	0.036958652331776	0.0174274623445064	0.0949139192475278	0.0239160695750729	0.00925703386355307	0.129795725978052	0.0217774031780449
Triobp	0.0840939166764412	0.0888696615804636	0.0861778868844628	0.0395501579031324	0.0906446883185028	0.0183268173321054	0.0387318192715082	0.0351407810204378
Ttc38	0.0529661864735847	0.0359831577304814	0.05205428057564	0.0248632933355247	0.0346347252302848	0.0156759183454816	0.165613952267452	0.0898379221705375
Tulp3	0.181310069187497	0.238033750923105	0.0370793349779614	0.0281392128917314	0.252680212893057	0.0198862752357894	0.1091396582429	0.227901484387512
Uap1l1	0.111915827039723	0.0988198658970439	0.0950236848043521	0.0145898662373667	0.0845873846877835	0.0185202948875905	0.0664313129204529	0.035810677299288
Usp28	0.0132532295951612	0.0558417614248648	0.00536797949337225	0.00985054245434823	0.0351667890943423	0.00430433969324092	0.105079080610471	0.0509868621646197
Usp53	0.0841152563328028	0.0398040598516596	0.173550407842752	0.024866794680822	0.0617790676774612	0.021092943210993	0.179804559936143	0.0524707921437958
Vps9d1	0.00426204811975871	0.0276081617740323	0.00413560726248408	0.00702714820301887	0.00217709359133374	0.00364836512071754	0.0130660018220735	0.0150497256307749
Wdr54	0.184382708509621	0.0347181913661207	0.0198728940278775	0.0485359997653036	0.0759735734187646	0.00858800362316074	0.16537677100377	0.0295786828358371
Wdr67	0.0292040997016777	0.0812000385271394	0.0808187987888083	0.017680925037522	0.0442433527814503	0.0421865876550706	0.0642399064507653	0.0391503398313249
Xist	0.0106183517643382	0.00873807582798978	0.0201329472811438	0.0183194721774359	0.0369266534998783	0.00231385360797662	0.0302557849146868	0.0168487433399584
Yrdc	0.0164172836565611	0.0392868271346354	0.0275362926741697	0.0487762230230181	0.021938863962144	0.0483649350918103	0.0223790055916185	0.145927534978821
Zfand6	0.508326700789355	0.40469342389279	0.0629474784340799	0.0863579335094134	0.247345689303769	0.0745353582559422	0.583858330500014	0.210217078363601
Zfp105	0.0763834199910684	0.0579294390407233	0.0155734758273663	0.0709817905564771	0.0850341574308539	0.068624525026937	0.0907495890547276	0.0433504049428506
Zfp169	0.488374897178467	0.334218073259378	0.0259815505659099	0.0360431985739395	0.268964082108711	0.0928405613664748	0.0762054275490516	0.389441951454435
Zfp36l1	0.00465823317366022	0.0113775698150128	0.00436139237423435	0.00150704371283232	0.00310552779099348	0.00111929014780935	0.0385912473720177	0.00700892140699147
Zfp606	0.182519079426391	0.130337833752961	0.0394919083981785	0.0311206113063594	0.0329517673670711	0.0449206664799488	0.0669956551186873	0.045449984575666
Zfp719	0.00299165244809597	0.00455115246998789	0.00158655550614745	0.00917701262436057	0.0109595178843598	0.00287908118260736	0.0136618493142698	0.0092352279547892
Zfp935	0.016495815413751	0.00813965186298511	0.00402172636549868	0.00875544558272128	0.0355113693752585	0.00269882115029482	0.00515594659682662	0.00638272083832369
Zpbp2	0.0751938832808883	0.0658292965039437	0.110824040461684	0.0335410920398271	0.0343814487256022	0.0289135082577925	0.0408488346404575	0.0599777022423423
