Feature	MIP_1b_CCL4_Bacillus.S.	MIP_1b_CCL4_Bacteroides.V.	MIP_1b_CCL4_Candida.A.	MIP_1b_CCL4_CD3_CD28	MIP_1b_CCL4_Clostridium.P.	MIP_1b_CCL4_PBS	MIP_1b_CCL4_Pseudomonas.A.	MIP_1b_CCL4_Staph.A.
MLN_CD4_T_cells	0.0010564444703743	0.000850735855685096	0.000797880099527815	0.000719322709066754	0.00104541089388308	0.00217443152897635	0.00254269795437978	0.00131028122957479
MLN_Central_Memory_CD8_T_cells	0.00527880823548708	0.0198150991432374	0.00406529614055824	0.00319805188085652	0.00739872960045206	0.011309391904847	0.0107926616769385	0.0058742762543005
MLN_Effector_Memory_CD4_T_cells	0.00691860727140133	0.00197881776616362	0.00145785994995571	0.00199000549490192	0.00189957199774443	0.00476856348870474	0.0111453345523697	0.00612319685050106
Mmrn1	0.0741925765677343	0.0473540149292579	0.109502314477048	0.0307660689442775	0.0633094288123976	0.0815123217382504	0.0586636208088438	0.0535152161499519
Mnf1	0.00595374675705972	0.00445327001064822	0.0197651392274594	0.00253452248694221	0.00758535347333173	0.0100240353406014	0.0195968624865622	0.00540359350436175
Mrps16	0.015086104250822	0.00473947953923457	0.0238936267841991	0.0157697093051855	0.00963137000569988	0.00969667764904169	0.0105191919195341	0.00790080920246517
Mrps6	0.0250015250403987	0.0229863229427885	0.00593835316571724	0.0162570539697784	0.00558012225830466	0.018476659459117	0.0182356193540539	0.0224298679374282
Ms4a6b	0.0275646696265143	0.0114443923968349	0.0455455682665169	0.00437491206587597	0.0351798527484789	0.0321519169624852	0.0228271953974814	0.0279445230921634
Mybl1	0.0415430531270804	0.0646825254542182	0.0904353535477381	0.0200226660573312	0.134111878727459	0.0270772332532773	0.179823394092838	0.121199385800682
Myh11	0.0233522465607153	0.0203085170865003	0.00743968614993975	0.00675571823046799	0.00559096197691216	0.0210351498722825	0.0129709162458789	0.00993412303115215
Nck2	0.0129587738452981	0.00664113538529744	0.0107293838580483	0.0146927037589453	0.0124557541897909	0.00260188392047392	0.00543080492032236	0.0203556051290741
Ndufa3	0.0227631871255538	0.00762787768465442	0.00907113030427057	0.00820236419901267	0.0106027990897543	0.00628870923357032	0.00401220847523848	0.0158449024106815
Ndufa7	0.0492951863446869	0.0476325876065893	0.120447685325417	0.0123424970519971	0.0158741501663719	0.0325100974279888	0.0263231898072316	0.0505105226452962
Ndufs6	0.017139738806299	0.0110572024248741	0.00426412891231439	0.00676142102414857	0.0181754266713671	0.00431189145802276	0.00472805618007827	0.00689310700906648
Neat1	0.00759453718917949	0.0021349298257403	0.00274535848191807	0.0132469370139232	0.00391116801261226	0.00609652117592251	0.00761266916030321	0.00732516490890764
Nelfcd	0.00660851152730298	0.0133181396146727	0.00848781004934831	0.0159065497017117	0.0067940167043843	0.00750155473480593	0.0185358607833474	0.0108866475674327
Nfkb1	0.0169064941768575	0.0112684934236698	0.00913053425780631	0.0242196220813082	0.0191197620694467	0.00294566459626449	0.00486646842759976	0.00456662073401076
Nfkbia	0.00849582402747773	0.00150115220781904	0.00249867541307626	0.00555718765719792	0.00502520951810417	0.00686079290476928	0.00300330773996532	0.00527907674434773
Nfkbid	0.0185948869756332	0.00439285808575472	0.0208889390858767	0.0157072961471129	0.0144542436085925	0.0172322972979899	0.0270372250554636	0.00707338149644374
Nfkbiz	0.00220161419933454	0.000679908432550769	0.00260696621777189	0.00168137784796262	0.000539608023952881	0.000499799962765747	0.000685636360452105	0.00322334608406933
Nop10	0.0268693925497178	0.0206012440530103	0.0241484139696078	0.00909297535164127	0.00902644836563229	0.00807687176971249	0.00674173281549005	0.0199647107826972
Nr4a2	0.00446967064700611	0.00536622788812379	0.00604259836258286	0.00270255571881666	0.00171552847900493	0.0130623025422201	0.00154658364934913	0.00304396937355037
Nrp	0.00970793856454066	0.00767476623080604	0.0140816663319272	0.00999386600127257	0.0110329360144438	0.00667633205574979	0.0231302790820704	0.0192393989557075
Oas2	0.00240233328216988	0.00226859390146375	0.00763166535716244	0.00519088864394607	0.0024086397377932	0.0028400199422564	0.00627826774188558	0.00250726140094995
Ogfrl1	0.0167924424747483	0.00606287342324418	0.00293572981452324	0.0130354093015667	0.00449468171231066	0.00298179895099372	0.0046136026854615	0.00282633301965671
P2ry10	0.0226209308947935	0.0440166925245672	0.0290637611581012	0.0242327760496627	0.0188455013276484	0.0474598971559279	0.0134778675519567	0.00868458300760568
Papd7	0.0101157663857803	0.00784779107512797	0.0376600070170317	0.0358133763937048	0.01398026398172	0.00517895831933598	0.00542746002712187	0.00995772060417875
Pfdn5	0.0298628494168257	0.00826699153561568	0.0168634019475429	0.0216781917160137	0.00578632042633321	0.0433911562087087	0.0153539074991378	0.0140713489629439
Pfn1	0.0813947150134139	0.0622892942112485	0.0505187776804619	0.0231987365841698	0.059623482956627	0.101753141737488	0.0516662305170418	0.0648935071923683
Phactr4	0.0143405199916171	0.0173048612159716	0.0158389898156004	0.00847537156223529	0.0039523159174874	0.0366916299287512	0.00950178912154724	0.0365061375990534
Phlda1	0.00144939412836377	0.00265362940383244	0.0042461962875519	0.00188460648047756	0.00387460493050031	0.00794278186510678	0.00458477083242694	0.00114308916254683
Pim1	0.00204585431487546	0.00797042648570565	0.0167378239040845	0.00291575584198353	0.00607013801563876	0.00180801788296659	0.00483509906824072	0.00839453700072866
Plcd1	0.067186779343641	0.0756941009079854	0.0172618132863243	0.0377393648515664	0.0411831097306691	0.0982451285976848	0.0553352229912215	0.0691926362119918
Plcl2	0.00498657910946862	0.0230075463274635	0.0183516755279331	0.0114906839072502	0.00831110716853488	0.0621715660546027	0.00803835770251455	0.00497045142089517
Plk2	0.00368698709036642	0.0360182997481875	0.0163479936397818	0.011775333176868	0.0144352613595719	0.0146329900041775	0.0214853201363972	0.0125511237467022
Plp1	0.0316883276445546	0.00919688844945765	0.00886570495817519	0.00785877845777708	0.0358203454587514	0.0350231321984836	0.0362560943121714	0.068448883251269
Pmaip1	0.00198629287388467	0.00166941805724724	0.00182553597802892	0.000953490505352669	0.000511656446529978	0.00236174639215673	0.000647718328754798	0.00117735055191178
Pnrc1	0.0084072127729753	0.00389162197922558	0.00874109873284664	0.00326167243181467	0.00491592565189363	0.0103242364564323	0.00245086348874264	0.00619823617312382
Polg2	0.00638382085419318	0.0031692247302679	0.00216590399607697	0.00396062121104717	0.00679160286409638	0.00130573476447186	0.00232861929341714	0.00529124492130629
Ppm1g	0.019088714430366	0.0212195806505736	0.0201668077330671	0.00653379161950891	0.0200585310379568	0.0162333497754449	0.0155585370398762	0.00673241418445306
Ppp1cc	0.0537672636401993	0.0819597152086678	0.0584206506713131	0.0436769375558943	0.104821739307394	0.0461719729701034	0.019406960321384	0.0275470952678941
Ppp1r15a	0.000425367843179203	0.00573632795171601	0.0017291891400343	0.00280790579036585	0.000648571444909524	0.00110886930181767	0.00495799304154417	0.00296671718794519
Ppp4r1l-ps	0.00604652382143959	0.0238169527901965	0.0127906862401852	0.0356061465013017	0.013196347441024	0.00956275411544392	0.0319635406086936	0.0324078174500039
Ptdss1	0.0586570921651203	0.0141631656066709	0.0255047238285191	0.00915159794590649	0.0349188228559177	0.0213621883408877	0.0573784647443887	0.0587764486720619
Rab11fip2	0.0290596239865218	0.0183811932826042	0.0231853319412952	0.015390842830185	0.0304890282139006	0.04594215344654	0.0318406628177033	0.0676429580797319
Rab4b	0.0128162197450262	0.0851667274195917	0.0677448447298911	0.021007334946411	0.0531511087060178	0.0227576634953463	0.138532259663683	0.0222591868676803
Rgs2	0.019430758148685	0.00411807547915743	0.00529126848839892	0.0235773859814252	0.00225523810330577	0.0103828393281631	0.0125871403388048	0.0116567337262489
Rhbdl1	0.0872555180485539	0.0369138853515187	0.0236489310878308	0.0205093232735885	0.0359952097565705	0.0219915428250433	0.0215835511803956	0.0548935678672681
Rhob	0.00414992278062266	0.00237108723842911	0.00218903527325585	0.00520262408897372	0.00431586067553526	0.00277768863425565	0.00257572987738019	0.00657082607858496
Rhpn2	0.0837055193037791	0.0117953093938379	0.0748007377188454	0.0756223972442828	0.0441522226648066	0.0324789441331396	0.0206351816844763	0.0228653171675831
Rin3	0.0579521875081975	0.0464886469184906	0.012454297059476	0.0269180823286772	0.0446709736394032	0.0326325809160709	0.0477591107775539	0.0436296125980923
Ring1	0.0104037332925983	0.0332415625562653	0.0205173245523522	0.00567303102227288	0.00318138889023359	0.0087067236511136	0.0047457699544193	0.00254233280844428
Rn4.5s	0.00415507044567019	0.00933546407725294	0.00603751527417137	0.00306517465356274	0.00600039422753635	0.00238691201847268	0.00466342649353583	0.00383966092141577
Rnf170	0.00679776656372934	0.00800087879919839	0.01845468146491	0.0377840815943426	0.006323184532473	0.0507957519584924	0.0156264323113373	0.00993713216608346
Rnu12	0.00592067026273777	0.0042241516437643	0.00313092721717795	0.00183333756487778	0.0023497961155758	0.00130361882996767	0.0081828939166942	0.00575432327281068
Rpl17	0.134456578847577	0.0517466382010885	0.0722153567861394	0.0492739161399271	0.0404604576600762	0.0131236822479429	0.0183020713998082	0.0532525062827219
Rpl23	0.138091716210204	0.0322286902142156	0.0495676605877564	0.105941627197632	0.0322394372642126	0.0477831832173594	0.0180461235318013	0.0307895247705919
Rpl35	0.0275392010386856	0.0163576422494312	0.00977800335497845	0.00726945070493688	0.00286248905612037	0.00941776992947798	0.00357550277315798	0.00476243094566297
Rpl38	0.00748109577190558	0.0247324965254449	0.00856546946438299	0.0120193071056934	0.0087782088470106	0.00546248857296536	0.00746153964041892	0.0104825326130772
Rpl41	0.0469817294425713	0.0145275779947811	0.0264777224260502	0.00882228657688418	0.00982439978244568	0.0187447438685844	0.00515340367580631	0.0229618060676915
Rps15a-ps4	0.0181331057677856	0.00782101862224737	0.0125007926371545	0.00485040975099182	0.032547067294878	0.0114797863930965	0.00771766621716254	0.0103925303066662
Rps21	0.0102267679321341	0.00911830480392117	0.0198695063361302	0.00936149418647233	0.0026720828026254	0.00222480633399265	0.0121229100619115	0.00476768480529018
Rtp4	0.035401032805499	0.0115703141459086	0.0168161312390101	0.0268324912267705	0.0345512856426824	0.023228485604696	0.00580448765056904	0.0449962403833248
Saa3	0.0162509515239791	0.0118120043434211	0.0151576183823296	0.0215686074563041	0.0246731644811794	0.01646133204967	0.0316120948399302	0.0491159177124494
Scamp4	0.0475649456567309	0.0125900711202999	0.0305313846109673	0.0253160620235624	0.0220896516143289	0.00884299714909726	0.0584233696643383	0.0280059762322531
Sec11c	0.0989301293780388	0.0279552826231755	0.0248368357223906	0.00704081466259858	0.0129985181525629	0.0623884908647357	0.0176529031549233	0.0668254878289202
Sec61a1	0.0334855165527432	0.00933990675465069	0.0394319703061884	0.0393164388789876	0.0385080464550477	0.0238733522380717	0.00878653337110282	0.0273505608605836
Sell	0.0514560749230797	0.00710166952811072	0.0249588450471241	0.0199893666355484	0.0253373196114082	0.00669726026217162	0.040888326102811	0.0353021950362613
Serp2	0.0303103935833375	0.0382657667882796	0.0153726741588527	0.00621007339235787	0.0164536313373014	0.0340648547921622	0.077780736756152	0.0782542644901016
Sik1	0.00571527986148347	0.0065433501402106	0.0206374688271926	0.00786091119596138	0.00725021281436349	0.00703170676514752	0.0072130270284705	0.00328235854918773
Slc20a1	0.0116265037730565	0.0442397006945312	0.0125538533214472	0.0307391979805888	0.00760402597075569	0.0266436704866153	0.0264899555496885	0.0167703925271829
Slc2a4rg-ps	0.0137456488531583	0.00972312496276122	0.00414040391435029	0.0113617363962108	0.00815001328941537	0.00493794321536159	0.0101642136996725	0.00682657755906927
Slc37a1	0.00749697664978551	0.00599350487317023	0.00999967814092344	0.0158749428125358	0.0156919737655203	0.00520124707924419	0.0167474896580702	0.00985724440332326
Slc38a10	0.00591977573440239	0.0394023156470166	0.0048693965763373	0.00571511187824995	0.0299172278633046	0.0257632113536314	0.0251065029470291	0.0110703622502879
Slc38a6	0.0519686251716563	0.0317506416133525	0.0223048668471131	0.00698510193999705	0.019793989824482	0.0180484045119434	0.00929651336835924	0.0407996906792638
Slc7a11	0.0283305454950486	0.0580327341480062	0.0140743411348311	0.0437690590591648	0.0165097471207369	0.0142377068757758	0.0190720221918609	0.0245359097509495
Smarca2	0.0397517038077229	0.0914969158560168	0.010707149992691	0.021965631534989	0.0506860846235472	0.0477152595637851	0.103775214112804	0.00861898456378583
Snhg12	0.00644368684477025	0.00401292851495378	0.00230454541504893	0.000983198283432372	0.00225679062988172	0.00100988036150816	0.00511590225883443	0.00450032310234096
Snhg5	0.0183787139061408	0.00972020450354786	0.0132764765506509	0.00584433402886066	0.0148182846433143	0.0114731031987815	0.00382260335686564	0.0171212847137868
Snhg7	0.0226891437266026	0.00953783980277652	0.020023798193568	0.0165248553645991	0.00794068001128585	0.00358107946956641	0.0163362811549865	0.0278204544733811
Snora5c	0.0217287759143907	0.0102419251971187	0.00443526915981315	0.0219323015633384	0.027167314964755	0.00730302142118854	0.0376237201593418	0.0279389700029587
Snord104	0.00684438515879871	0.00875391462312757	0.00184644411888659	0.00174594221598941	0.0102106394188372	0.00805365554556107	0.00250261975480979	0.00144253730791327
Snrnp70	0.00532694198876789	0.0389711033809702	0.0323922791274454	0.0235648166960182	0.0124267131464517	0.0138829628327767	0.00794952237071736	0.0112837311434875
Sowahc	0.0177266250052166	0.0120271695544731	0.0443362281614179	0.0330805834058568	0.0276725573891092	0.00911037460844135	0.0061828060193035	0.010673553069675
Sp1	0.0435152508694412	0.0329542593914679	0.0705522595510633	0.0553142198221427	0.0872233720411639	0.0314650217303996	0.0815753152668321	0.111905164372219
Spata24	0.0389424190024381	0.0623161900468059	0.0197126680037123	0.0448733831887471	0.023516946415478	0.0281883165983701	0.0105572275048311	0.0144495275897845
Srf	0.0328331856523196	0.0070222024548434	0.0194572683498799	0.0124561490815771	0.00519473968798653	0.0312341208090546	0.0125905342356194	0.0232806475774856
Sri	0.0389546880961719	0.0496731456239401	0.0581523743357373	0.0196216895566911	0.0476199877751443	0.126467049642172	0.0395113355899686	0.00862602736073842
Srpk3	0.00820034603593211	0.00409782843302482	0.0135877599495781	0.0233639887814243	0.00603831442442908	0.0115074459266395	0.0282766258888427	0.0181176627315975
Srsf5	0.00298691557010459	0.00258233982059227	0.00366559430483606	0.0033317419587583	0.00534938273121293	0.00241612233254807	0.00471736999498084	0.00722639436660999
Srsf6	0.0146119842095314	0.0254416047900651	0.00999660532238091	0.0290206978407567	0.00530729348758924	0.0126292725591891	0.00564154029304551	0.0070959473102874
Ssbp4	0.0310302347189984	0.0286276994868831	0.0287247815901028	0.0201299427577214	0.0150706794710609	0.00885876519639967	0.00491378829878576	0.0150550004912874
Sspo	0.160061312554155	0.198963806433429	0.0837802439047138	0.0142932829756604	0.0263251416986671	0.0444856531656277	0.0881133264442663	0.0643451935855523
St6gal1	0.00649447629494806	0.014504205349965	0.00392668900516869	0.018383289101296	0.0069356264815939	0.00237753660485446	0.00946522913979798	0.0100729658485126
Taf7	0.0103126387515316	0.00261330592187994	0.00940690612380123	0.0124381694264248	0.00225873476882356	0.00627791720345152	0.00329631708720499	0.00788303631185204
Tagap	0.00494226846062998	0.0156222682768443	0.0091362278827909	0.0121002419890403	0.00256413664361781	0.0160037755929528	0.00298728334089216	0.00605848489503487
Tbc1d22a	0.0100988627288414	0.0149974650173143	0.0040211222837165	0.0253002129441683	0.00404988369371267	0.0174926261364746	0.0201757797376198	0.00798817976876319
Thbs1	0.0323004687427327	0.129643568698677	0.0268925001213341	0.0322138121051865	0.00966161027317931	0.039624633835746	0.0185616843455021	0.05177512580953
Tinf2	0.0258539127811484	0.00738114375475436	0.0071756653021154	0.0296253878105661	0.0097027278452697	0.00784308595485605	0.0105578052027173	0.0104572291636882
Tln1	0.0357984038917887	0.0101097515037527	0.0411536934840573	0.0280638197093878	0.030344438086326	0.0174958302462344	0.0187983242787532	0.0303062807547873
Tmem181a	0.0198709791342097	0.0217109617756959	0.00825529393098138	0.0407424608052173	0.00536969091946277	0.00776904084866769	0.0208365316250068	0.0139263157986766
Tob1	0.0120014520620928	0.0167825841534565	0.00431642546382167	0.0143435879281415	0.00827086736565358	0.0161816094316981	0.0141672674089877	0.0060497080045063
Tpcn1	0.0423366433807433	0.0366827331509599	0.00896889490564488	0.0172114438342161	0.0097425112804961	0.0153571145387939	0.0241126145456399	0.048744011458848
Tsen34	0.00204314950082758	0.00398626283164539	0.00377237795860572	0.0133355381878775	0.00827697770516137	0.0176923675535227	0.0103362205897207	0.00994741222209525
Tsix	0.0124643328653787	0.00668194587041118	0.00727755407292391	0.00499609187860185	0.0186303672202848	0.0107582760355922	0.0046335895925199	0.00339865395105876
Tspan4	0.021750375897606	0.0127931266534081	0.00341841078918887	0.0196177652073348	0.00622540688972189	0.0166302797440934	0.00591873862044838	0.0276973432794988
Tspyl2	0.00239378032732101	0.0105930100156622	0.00174632046144735	0.00570810984562958	0.00744246080402179	0.00639900317045132	0.00493770834337036	0.00387801627646015
Ubc	0.00212450169049997	0.0127417547513515	0.00460267413591414	0.015033991771782	0.006324733783547	0.00250289883151526	0.0197425876720398	0.011637045174438
Ubr3	0.0436408091684457	0.0241093179482931	0.0701079080525204	0.00966731878654935	0.0375295856565904	0.0410003879051336	0.0366307264036022	0.028369545472461
Usp53	0.0530931512701011	0.0538485145385899	0.0678406469571221	0.0234965704172126	0.0535797587442978	0.00594574910014563	0.0717536596419343	0.0730031088939817
Vamp2	0.0287398240161383	0.00762616007373811	0.00333643592726947	0.00669779392445098	0.00514824163040508	0.00970309443037865	0.00379045800012059	0.00523797259131483
Vamp8	0.0516774130802582	0.0361043788395952	0.00785815507778539	0.0297021618999584	0.0181955150783833	0.0219896859004634	0.0232668825887413	0.0236483572387776
Vmp1	0.00388412963603049	0.0112446248558504	0.00297582681686649	0.020658777905227	0.00451103918298289	0.0117885390519736	0.00910149040240876	0.0205422127097752
Wdr1	0.0205489171696837	0.0449966954199586	0.0753060402958334	0.0279983197409693	0.00698044338017059	0.00643605809878851	0.0729703889578809	0.0135010348060242
Wdr20a	0.0152794367232639	0.0272895621149505	0.0298061064409905	0.0486856099746706	0.0322416300145175	0.00604407149720187	0.0169197466977077	0.0119062583947432
Wdr24	0.00414016533431047	0.0182066502979382	0.00808990743347224	0.0367039361173639	0.00346731269944581	0.00458108411200985	0.00536256485154922	0.0222695035672718
Wdr37	0.0285321259773991	0.00453342371301433	0.00483408269688036	0.00298225094710713	0.00705556120317204	0.00840736542879715	0.00750885104133692	0.0096297150222013
Xist	0.000688782303773555	0.00143231603111894	0.000904720063049138	0.00285840632331713	0.00271620202175043	0.00288914926089805	0.000773986698684286	0.00136903357770909
Ywhaq	0.00808017341554418	0.0119656830626155	0.00535376491303873	0.016562313482493	0.00605040523727511	0.020230471845045	0.00757352195571779	0.0225973604184658
Zfp36	0.00129573806381091	0.00241727790109932	0.00465227380777913	0.00579568330375509	0.00136379447791848	0.000901530029232924	0.00623364992729347	0.00135639185257845
Zfp36l1	0.0196214496372987	0.018319229781225	0.00539892660293515	0.0182772629379759	0.00759861025395504	0.00363503047120455	0.0241770716489484	0.015825195739837
Zfp951	0.0135081482353809	0.0873599576620785	0.0105769985854659	0.0125784368344438	0.00654332802457304	0.0199723181490631	0.0422092932858934	0.0162791929832921
