mouse id	RFID	Genotype	Environment	Weight gain-	Wedge cage	Gender	Pregnant	Diarrhea	Tissue	Flow-date	RANTES	MIP 3a	KC	TNF a	MCP 1	IP 10	MIP 1a	MIP 1b	IL 1a	IL 6	CCL2 B. subtilis	CCL2 B. vulgatus	CCL2 C. albicans	CCL2 aCD3-CD28	CCL2 C. perfringens	CCL2 PBS	CCL2 P. aeruginosa	CCL2 S. aureus	IL-1a B. subtilis	IL-1a B. vulgatus	IL-1a C. albicans	IL-1a aCD3-CD28	IL-1a C. perfringens	IL-1a PBS	IL-1a P. aeruginosa	IL-1a S. aureus	IL-5 B. subtilis	IL-5 B. vulgatus	IL-5 C. albicans	IL-5 aCD3-CD28	IL-5 C. perfringens	IL-5 PBS	IL-5 P. aeruginosa	IL-5 S. aureus	IFN-y B. subtilis	IFN-y B. vulgatus	IFN-y C. albicans	IFN-y aCD3-CD28	IFN-y C. perfringens	IFN-y PBS	IFN-y P. aeruginosa	IFN-y S. aureus	TNF-a B. subtilis	TNF-a B. vulgatus	TNF-a C. albicans	TNF-a aCD3-CD28	TNF-a C. perfringens	TNF-a PBS	TNF-a P. aeruginosa	TNF-a S. aureus	CXCL1 B. subtilis	CXCL1 B. vulgatus	CXCL1 C. albicans	CXCL1 aCD3-CD28	CXCL1 C. perfringens	CXCL1 PBS	CXCL1 P. aeruginosa	CXCL1 S. aureus	IL-1b B. subtilis	IL-1b B. vulgatus	IL-1b C. albicans	IL-1b aCD3-CD28	IL-1b C. perfringens	IL-1b PBS	IL-1b P. aeruginosa	IL-1b S. aureus	IL-10 B. subtilis	IL-10 B. vulgatus	IL-10 C. albicans	IL-10 aCD3-CD28	IL-10 C. perfringens	IL-10 PBS	IL-10 P. aeruginosa	IL-10 S. aureus	CCL3 B. subtilis	CCL3 B. vulgatus	CCL3 C. albicans	CCL3 aCD3-CD28	CCL3 C. perfringens	CCL3 PBS	CCL3 P. aeruginosa	CCL3 S. aureus	CCL4 B. subtilis	CCL4 B. vulgatus	CCL4 C. albicans	CCL4 aCD3-CD28	CCL4 C. perfringens	CCL4 PBS	CCL4 P. aeruginosa	CCL4 S. aureus	IL-17 B. subtilis	IL-17 B. vulgatus	IL-17 C. albicans	IL-17 aCD3-CD28	IL-17 C. perfringens	IL-17 PBS	IL-17 P. aeruginosa	IL-17 S. aureus	IL-6 B. subtilis	IL-6 B. vulgatus	IL-6 C. albicans	IL-6 aCD3-CD28	IL-6 C. perfringens	IL-6 PBS	IL-6 P. aeruginosa	IL-6 S. aureus	IL-13 B. subtilis	IL-13 B. vulgatus	IL-13 C. albicans	IL-13 aCD3-CD28	IL-13 C. perfringens	IL-13 PBS	IL-13 P. aeruginosa	IL-13 S. aureus	Blood Total T cells	Blood Total B cells	Blood CD4 T cells	Blood CD8 T cells	Blood CD4 T cells CD44lo CD62Lhi	Blood CD4 T cells CD44hi CD62Lhi	Blood CD4 T cells CD44hi CD62Llo	Blood CD4 T cells CD44lo CD62Llo	Blood CD8 T cells CD44lo CD62Lhi	Blood CD8 T cells CD44hi CD62Lhi	Blood CD8 T cells CD44hi CD62Llo	Blood CD8 T cells CD44lo CD62Llo	Blood Total myeloid CD11b CD11c	Blood CD4 T cells CD25+	Blood Total immune cells CD45+	MLN Total T cells	MLN Total B cells	MLN CD4 T cells	MLN CD8 T cells	MLN CD4 T cells CD44lo CD62Lhi	MLN CD4 T cells CD44hi CD62Lhi	MLN CD4 T cells CD44hi CD62Llo	MLN CD4 T cells CD44lo CD62Llo	MLN CD8 T cells CD44lo CD62Lhi	MLN CD8 T cells CD44hi CD62Lhi	MLN CD8 T cells CD44hi CD62Llo	MLN CD8 T cells CD44lo CD62Llo	MLN Total myeloid CD11b CD11c	MLN CD4 T cells CD25+	MLN Total immune cells CD45+	MLN Eosinphils	MLN Neutrophils	MLN Ly6C Monocyte	MLN CD11c MHCII	MLN CD103 CD11c MHCII DC	MLN CD103neg CD11c MHCII DC
515652	C9 AtgH 515652 PBMC lymph.fcs	AtgH	wild	16.84782609	4	F	Y	N	blood	4-Aug	29.8335774633665	220.889565315693	447.771124683196	0	222.557167670046	137.871055663867	0	12.3934530903442	16.0247158640953	234.700111854085	13.48047952	12.58957448	9.152555586	11.79387602	11.23533786	6.454715777	9.982012353	6.734499467	3.825977943	4.267842092	4.254721549	5.676121474	4.299055235	2.60775641	3.852934728	2.97684825	10.1168561	13.33312849	8.116764015	142.7456609	9.375949183	5.98434185	9.375949183	5.062209594	20.391538	1256.078136	13.50219317	5221.814225	23.18761725	10.9168289	146.0025058	138.6055267	12.05723457	16.75081103	5.406378748	555.4211545	10.29211213	3.420128265	11.61977923	27.0817861	462.1451678	526.2748115	36.60594266	54.48600652	140.9747224	25.29525254	268.8385079	391.4221974	12.81395695	9.024308772	15.99303208	13.76042157	9.854561211	8.231030249	10.81575903	6.530045161	87.07033307	275.1421212	53.70345924	274.3718544	100.1677958	10.73672293	133.0622863	112.7310677	154.812653	329.4659237	24.41316169	1440.89749	38.47030508	12.16415996	122.3486789	180.8110963	53.42216036	98.03418126	56.11135251	711.6150979	41.076827	19.59089611	44.36949409	49.12070013	12.78733296	11.77322945	15.22239352	179.5909471	14.05485294	6.590995646	10.67072545	3.868744523	107.643391	179.4378516	62.8695527	134.1755087	116.5758476	62.70042259	121.5220074	81.6242818	9.41919068	10.05133542	6.444620743	9.380980051	6.335103689	4.750341706	9.102435629	3.994876193	25.4	41.1	11.9	11.8	51	3.28	17.4	28.3	50.3	27.5	8.79	13.4	27.9	1.1	3.25	65.7	19.9	35.6	26.9	32	4.98	20.1	42.8	12.4	2.46	13.3	71.8	4.08	4.74	84.6	0	0.1	0.52	1.26	0.29	0.68
505049	E6 AtgW 505049 PBMC lymph.fcs	B6	wild	2.941176471	8	M	N	N	blood	4-Aug	161.396130364759	801.125211536517	1277.95201249895	138.521662445668	194.734526424394	1025.27527657937	194.460981160985	172.86688866301	329.03672751181	497.978971352882	13.78011953	9.307626222	9.73930296	8.552593053	10.11797484	4.11719611	31.14041214	15.9728724	3.642140794	3.270005762	3.706224486	2.027247849	4.859389406	1.715419624	10.28325121	3.889503699	7.361804341	7.381396122	8.131875341	25.21035678	9.245218636	3.827929582	20.94794653	5.105794353	18.75964862	45.00615002	16.39213491	499.436431	18.61382671	5.480226861	273.4571066	36.13802334	6.547646764	12.46038002	3.966530042	40.94031913	14.48273764	2.566950988	20.77419451	30.82588047	674.1279164	816.5826132	58.12972499	26.76653212	495.4532723	19.51563817	1846.880148	906.8388762	9.962869048	13.77069035	9.893924175	13.10992928	16.12817827	8.801830351	41.04362515	11.56250927	158.1601768	205.3618874	55.80951456	145.6171554	145.8891589	119.2041977	612.3168874	144.2546518	139.2821778	231.8288721	23.97996524	124.5968693	112.225338	7.235634506	411.0804885	301.0042028	35.2797687	56.38272054	36.04920092	91.46540019	28.65755593	17.1024779	125.9626346	43.45852515	7.932892075	8.139156937	11.90787927	43.80970896	9.878499175	7.739115437	17.89827485	12.25877067	99.39805332	153.0604047	63.66781285	90.95546535	89.78235961	1	361.3885659	145.2212049	10.13199527	7.651248408	9.205376246	6.397128008	11.06802559	2.132713882	13.24394318	7.692426203	30.6	48.1	18.9	10.6	72.3	5.44	8.72	13.6	68.5	25.7	3.24	2.55	17.8	1.1	3.95	56.8	32.6	32.9	21.2	59.9	7.69	18.3	14.2	70.9	11.5	4.11	13.5	3.93	4.78	90.9	0.015	0.018	0.16	0.053	0.011	0.031
505350	C13 AtgE PBMC 505350 lymph.fcs	AtgE	wild	22.395833	5	F	N	N	blood	4-Aug	38.7509107857163	158.077933835614	642.435635656728	26.7206232244163	83.3269531905387	200.042862410153	14.4940976638469	20.8529119786638	8.66679882572906	139.241081019797	13.87188173	12.35196862	9.598589402	11.00699457	8.852368723	8.654078907	13.22893867	14.54704115	3.224995322	2.759627896	2.71008668	3.786448	3.143021232	3.406280025	4.009527312	3.932575672	7.220223766	6.468251544	8.237876157	87.49155561	7.079460308	9.266102582	8.563281215	9.344529259	54.01412295	144.3414997	16.27094681	5848.999128	14.84431122	22.69633238	45.76400061	51.69589044	10.0872684	21.79225207	4.276960776	251.1523587	50.08058004	4.476813599	12.49131958	60.38900181	361.3502235	498.0626373	24.51206856	30.80945035	413.5370173	29.7340136	472.0240167	489.3720955	10.08123458	9.252616232	11.58264765	8.681335226	9.174784418	8.269179053	6.461988506	10.08123458	55.22097791	137.5176297	111.1160676	137.0324952	75.79605541	73.95374023	41.07586255	110.6009452	140.5510329	300.4702081	19.65257112	596.4639435	212.4917112	21.79573819	201.9325074	340.5501478	37.35508714	74.21489468	91.41426353	442.945855	55.00374831	38.28457252	59.21611632	101.1133117	8.958822556	6.85660103	9.264128969	181.656236	8.171884895	10.9867369	7.099795589	9.463732603	92.36694964	171.7270835	1	132.2326178	74.23444277	70.2795483	113.9560895	75.32599587	8.034066105	6.451932064	11.85669154	12.87561331	5.774132823	7.936280107	7.490541459	7.71115217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
61-3	C3 NOD2 PBMC 61-3 lymph.fcs	NOD2	lab	15.625	2517961	F	N	N	blood	28-Jul	23.7862818447859	107.13891773557	517.906425675946	0	55.305606544677	127.010616146811	6.67050296570024	16.7770795686359	43.829076232124	144.334337757162	14.24344016	11.02642885	10.74462711	8.968525654	10.42883444	7.148984277	7.656601021	10.50170505	4.221976975	4.23833911	4.95715812	3.819644148	3.295604129	3.227989517	5.12666744	2.97684825	14.67195613	9.665259768	14.43916922	97.16722037	9.000783937	7.896051054	9.89304571	8.814761491	727.9349676	5734.176784	24.10129537	1468.738622	1457.414316	17.9091189	39134.61209	1029.30962	12.72535645	28.8782641	7.125415607	50.10583797	23.59383667	3.636241337	20.62782229	25.98348664	90.85356082	180.1366772	31.01105285	25.6958903	60.85711356	19.48978687	106.3478008	85.04221028	13.6167365	14.73901549	13.52957133	10.90060908	10.46739157	10.57669894	11.80446596	12.37649884	299.9255262	187.1132268	175.6126399	178.2146473	63.62800463	16.20590565	145.2769184	181.4934875	330.5050171	384.9453877	32.77594137	249.7233501	80.5201007	16.75607351	312.1745961	237.744331	130.9790121	160.0530468	58.08239491	191.6059528	57.75486247	25.46226559	124.6913674	100.9650977	24.99879873	17.91873426	17.35473851	252.4746613	26.00529381	7.504472382	17.85055758	13.18937622	133.7689518	626	82.72761978	104.3606894	79.08823822	66.0922881	206.3853844	112.8290897	14.96080312	9.545373018	16.06659482	10.3203608	9.011017928	7.27817857	6.708602521	9.251159257	16.7	24.9	6.2	5.69	21.9	0	31.9	46.2	24.5	2.72	19.7	53.1	17.5	0.5	4.84	33.5	34.1	16.7	8.41	53.6	3.76	16.6	26	59.4	3.28	3.3	34	7.34	3.07	91.3	0.078	0.017	1.03	3.6	0.66	1.96
61-2	C2 NOD2 PBMC 61-2 lymph.fcs	NOD2	lab	7.73480663	2517961	F	N	N	blood	28-Jul	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.35914154	15.58495043	13.78978013	10.03542279	14.1180376	7.435997541	10.23453476	9.399737459	3.962977834	5.755234332	4.709655771	3.645258301	4.064326242	3.131156898	5.13710314	2.799481888	11.706791	12.56172449	14.56710463	42.75172869	13.51612361	7.420625478	10.13823848	7.776397126	439.9556424	9748.399972	29.019936	686.6402281	1015.25506	19.47662014	7876.571032	197.5765539	11.10952425	28.29509323	6.780752582	43.13160005	26.2839897	3.189956424	27.15760474	17.58380644	112.1820615	250.7008918	35.89366689	25.88981579	136.0609824	17.05241081	214.5991307	104.2285781	9.638517077	11.98634683	12.9618519	11.31618978	11.45183022	7.043136614	10.60653897	8.06927459	110.6745714	270.5532163	96.1512216	157.3657002	96.30347657	10.34740915	140.6237977	21.83105312	207.1387236	475.3497245	28.15081744	234.1595965	78.68035406	8.753130264	441.9679792	126.4093935	70.76250308	143.8566224	46.50417888	172.1408784	55.23729552	27.08432241	133.4338328	31.65830093	11.15478646	23.90551247	14.23485858	102.3683091	16.86228274	7.589515074	20.90477503	8.751525193	127.3124794	626	71.47906583	101.5148094	101.0007353	43.71867561	200.7284012	99.53188708	11.26499513	18.15905472	8.93870414	9.380980051	12.30589727	4.636327879	7.812365781	6.62043443	10.9	19.1	3.83	3.64	23.8	0	33.3	42.9	55	0	40	5	35.2	0.36	0	30.8	39.1	15.4	6.5	58.6	3.65	17.8	20	51.8	2.31	4.09	41.8	6.18	2.92	71.8	0.12	0.018	5.12	2.98	0.38	1.6
505050	E3 NOD2 505050 PBMC lymph.fcs	NOD2	wild	0	7	M	N	N	blood	4-Aug	32.1027303961597	392.903832436323	335.090967856915	14.7021388997621	48.6589566548133	115.94565357505	25.1247417856834	24.633091931056	3.81553745550376	0	15.54180277	18.55759988	12.68167154	14.05531359	6.157295139	3.425996898	9.14771101	13.91533738	4.346836531	5.245323759	3.846586404	3.701523005	3.862463608	1.393010836	3.698389772	2.923104691	3.4862873	12.11293692	6.978045428	9.208702093	7.405907325	2.783394974	3.784587668	0	190.494214	22.38388868	7.536013678	10630.89785	13.82482786	0	866.3010314	165.5440676	9.130513112	23.38006952	12.39680869	146.8166148	8.372860285	4.116816035	9.420934671	19.05270863	239.2993329	309.2241877	136.2047603	111.697589	101.8494967	67.99116791	257.0286233	157.8209314	2.378141274	10.44257247	9.663028469	2.60542284	5.103571769	1.821015804	1.213639398	4.033097332	37.38590059	266.2850301	102.724823	88.08036586	2.015835648	1	91.86586142	1	124.0578818	250.9140725	51.92759126	326.7624254	49.63466091	27.77842702	195.8432749	169.8660232	39.56066698	0	28.02051212	234.0373081	32.98158738	0	21.16676621	157.7057664	3.566880981	27.01896468	10.07626409	325.6144732	2.934493716	1.415369804	16.98339216	43.70641973	105.0255889	206.3875061	78.46493576	170.2650519	87.74998296	1	172.6871484	69.36428311	2.377274524	6.649804818	3.981528681	1.081864015	7.576448724	1.452731465	5.566497774	3.356631287	6.28	13.1	3.55	2.41	48.4	4.79	18.3	28.5	53.5	25.3	5.39	15.8	79.6	0.2	5.97	65.6	23.8	39	22.7	23.7	1.91	15.5	58.9	16.6	0.87	7.04	75.5	2.99	5.35	86.7	0.21	0.059	0.39	1.22	0.26	0.6
515357	D10 AtgE 515357 PBMC lymph.fcs	AtgE	wild	13.25966851	3	F	N	N	blood	4-Aug	80.6090924232302	203.262469411677	1029.27631888901	31.6105155041699	38.8618930399418	311.320629672322	37.150043318733	31.0598859854496	11.3498946466898	186.044391291179	15.5465974	10.13254387	9.138022121	6.753508087	12.02203299	0	11.57535753	25.42155688	3.98221831	3.055878071	2.568868542	2.42078525	3.862463608	1.014669595	3.058818527	3.304654751	6.034964582	7.691960846	9.239999619	36.35642057	6.076483216	0	4.807629282	5.027431833	8.56696254	22.57898412	21.26443394	1908.746846	70.30921439	0	578.3509088	10.5228207	6.661669698	9.926435304	3.712195091	46.46423048	14.35356282	1.143421058	9.06594948	24.29475302	277.1221248	285.6963756	31.09753456	21.74521402	181.6560482	2.469684017	469.9613258	395.2640344	5.535944277	6.421232328	15.6139837	3.017664757	5.271129988	0	4.369840277	3.38402916	1	103.9976679	135.7825722	1	1	1	1	1	105.0463963	165.9483045	13.49043526	246.7232793	109.1207518	3.411841405	252.7366313	308.569937	32.62500929	50.96375884	31.25822814	146.2807956	16.51756155	0	46.84507666	88.931305	6.08581503	12.46944373	7.261794631	35.20497127	8.270327887	0	3.171302316	3.47114024	91.11776256	162.4830801	76.69825345	104.886428	78.19495365	1	141.5750748	111.0577821	7.081440239	4.478352861	5.282346472	9.587462816	7.669962278	0	4.16929239	14.99951474	15.9	50.2	9.05	5.85	39.3	2.12	15.4	43.2	46.2	26.6	8.5	18.6	30.9	0.77	6.3	65.8	21.8	37.4	24.9	20.3	1.87	22.7	55.2	8.04	1.38	12.2	78.4	5.57	4.13	82.5	0.16	0.03	0.54	2.52	0.35	1.42
515149	E12 AtgH 515149 PBMC lymph.fcs	AtgH	wild	6.995884774	7	M	N	N	blood	4-Aug	31.3839970485392	610.939838148306	295.466742585215	0	10.8896026781349	45.5203693314703	5.69781405688893	18.0309204608034	19.8404608903301	0	16.87505682	1	9.66651418	17.17957711	11.67734046	2.856842435	26.55313418	7.853593225	0	0	3.635908411	0	2.57302542	1.45119879	3.04853111	3.99506207	13.67669498	97.02353563	8.861167928	14.23034012	5.396542545	2.672252952	6.771764751	5.114526258	0	6.706424566	7.788249067	10.75556873	0	0	22.11177851	8.927990195	1	1	3.283600355	1	44.52305136	1.658307214	11.72043624	9.802677759	751.6496782	378.0606984	36.24949717	27.01821604	647.4807084	12.07069424	1	120.6631846	11.88020747	10.96555744	13.28887861	7.279521248	11.8650543	1.505528354	1.855025824	6.625593443	90.17043718	55.55739429	94.6256787	1	59.32213388	1	1	1	159.0632606	56.63106005	23.82567597	5.642954226	1	4.467969415	215.8953211	26.84142553	0	183.9298249	0	0	0	0	0	13.57091426	0	0	7.319578697	5.264353582	18.48692943	2.849994103	0	12.09835509	1	1	67.75296462	1	1	1	100.326485	1	0	0	8.646201161	3.756192844	19.19064381	0	0	2.356845663	7.53	19.8	4.42	2.71	52.2	3.16	16.1	28.5	57.7	26.8	8.25	7.22	70.9	0.34	1.89	52.2	17	29.7	18.7	19.8	1.9	16.5	61.8	13.4	1.34	11	74.2	3.74	4.4	80.1	NA	NA	NA	NA	NA	NA
71-7	D8 AtgE PBMC 71-7 lymph.fcs	AtgE	lab	15.13761468	2538771	M	N	N	blood	28-Jul	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.9196784	7.388102242	5.460361739	8.185809629	8.412539772	4.602124175	8.760454572	6.843865132	4.591610524	2.681916147	2.722796406	2.73835823	3.1504441	2.014518363	2.676294204	2.156108058	6.411820201	6.34617726	6.877070573	5.153881272	5.783211538	3.520686754	4.140321931	4.059386825	11.85970228	19.2365128	8.369217903	166.3538717	6.670834676	5.351079105	4.178008353	5.698662782	6.165044799	6.047677478	3.051228936	13.83112593	7.877057317	1.671510236	5.629678033	9.817719102	149.9829353	331.1203461	16.38357761	23.46340094	125.6319092	5.920098215	203.5535581	107.2049142	11.98634683	10.17015084	11.89536304	8.455627036	10.0269566	6.448396597	7.55031247	6.142091861	205.3618874	22.29455296	168.4924184	138.5554269	112.2178531	118.5539447	23.49613255	115.8704983	40.29312986	103.1749977	10.30113842	59.93503573	30.35169054	2.903181902	34.52344853	35.59516955	33.337793	26.21003282	22.30848351	38.11953215	35.02983157	5.174923067	22.80323598	22.99671112	9.913311181	9.088462949	12.41357892	59.72357295	7.330101693	4.231864016	3.798517746	6.504965569	95.84436135	150.3614708	49.61744548	97.56268849	63.75960177	26.17435319	85.48661591	69.44399714	7.868662456	5.250550159	4.471510231	7.107383165	6.988892659	4.519454373	7.393577408	6.196803258	10.6	32.7	4.82	3.11	31.1	0.8	12.4	55.8	71.6	13	3.7	11.7	22.8	0.33	2.37	35.4	34.1	18	8.57	47	3.34	13	36.6	14.3	1.11	8.56	76	3.34	3.51	34.9	0.021	0.00986	38.9	0.47	0.086	0.19
505749	C5 AtgW 505749 PBMC lymph.fcs	B6	wild	22.90502793	4	F	Y	N	blood	4-Aug	25.3552502272566	108.119266352225	186.439796323553	0	32.6066953679089	110.130107420158	0	12.2393954239458	13.2026888480165	35.693668325869	18.77441302	12.97236052	11.50736226	12.39077008	9.215542865	8.760454572	16.36959259	13.42244966	5.809366125	4.210535583	3.663981745	4.299055235	3.380397587	3.042657844	5.206842749	3.504305272	8.03630483	8.066450407	6.248107146	284.7902099	5.481220128	7.891055034	7.841144651	6.929906982	50.03141985	810.7355295	15.87522661	7703.298636	63.2160087	16.61812266	1526.453593	33.18220423	13.31075701	42.77662327	6.604621534	369.8527777	33.08028218	4.497631665	27.86855064	46.67861139	244.9760133	374.484049	32.09548689	33.88938347	165.7117258	26.07018572	337.6415601	125.8246437	12.20403908	8.980703537	11.43172182	13.59109396	8.975860795	13.86828016	9.682644872	10.48725315	136.4079727	239.6003612	124.0149508	322.5438166	109.1996722	123.6577501	154.3071539	179.6047328	246.8396397	457.8559196	29.15589859	726.4190776	108.6237363	25.99505679	330.1175094	196.7610543	141.2410492	128.8181261	29.9918988	468.8107488	47.40567759	49.25984246	104.4357856	95.1394759	11.2451215	11.95695159	9.412278285	291.9262323	9.281185296	12.12915761	10.8432972	9.178996246	103.2324801	236.9685591	56.59862665	175.81979	100.3496407	67.55324094	203.0388849	99.27172033	9.874804042	4.564068713	7.516674252	15.89667932	7.722390369	9.614254606	12.60039642	7.793610751	12.8	32.6	7.09	4.97	41.4	14.3	25.2	19.1	40.6	44.1	10.8	4.5	49.6	0.55	23.6	61.2	24.4	33.7	24.7	32.3	3.62	23.3	40.8	13.5	1.74	12.5	72.4	5.36	4.11	84.4	0.15	0.063	0.78	2.49	0.52	1.22
505751	C12 AtgH 505751 PBMC lymph.fcs	AtgH	wild	21.13402062	4	F	Y	N	blood	4-Aug	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.71660644	21.33964011	9.865497564	11.87155567	19.26354783	10.56000397	29.15955135	22.76027521	2.498559309	4.685971017	3.791184509	3.356097701	4.895338406	3.055878071	6.841577334	4.76903215	5.294618091	8.136914214	8.476503674	186.9623017	10.17568549	5.815062652	9.79752515	9.8877327	27.37377435	1283.827382	21.97617341	3904.876621	411.9063809	11.55684763	19649.36995	1167.034358	10.75733356	61.50912596	6.309485733	170.1877528	84.92821032	4.231302051	40.06563617	111.5821999	357.5296687	714.8831989	56.02892669	43.51413348	382.2561872	27.45288603	657.4207341	315.2204809	4.663807837	13.54494939	10.9805532	10.95056455	14.34686674	10.07136247	11.47697228	15.65549322	108.4603407	190.8831875	142.7510864	159.217305	257.6831379	120.8615914	222.3387556	234.5898604	326.6836969	589.7558077	43.91299308	601.6866103	318.7370569	22.63009207	777.2367803	469.6056051	107.9125728	260.6874158	35.38385271	617.8340948	129.3859438	36.48509051	293.3262226	225.121368	8.863384537	11.84049938	12.68736261	221.5271618	26.87055138	7.446194066	15.07840185	15.27484098	114.1043026	201.1467974	86.39996783	171.1100604	115.5830465	74.92349695	209.2043793	116.5542525	7.928763753	16.21327088	7.70740654	13.82554274	9.132926138	7.155596697	9.304596786	6.701248689	42.7	26.7	25.8	13.8	55	5	13.4	26.6	64.3	26.9	4.68	4.09	21.6	2.5	0.29	61.5	21.5	31.4	26.4	56.3	12.1	19.4	12.1	67.1	17.7	5.65	9.53	6.01	3.53	81.5	0.29	0.45	1.24	2.22	0.41	1.2
514855	E2 NOD2 514855 PBMC lymph.fcs	NOD2	wild	37.64044944	7	M	N	N	blood	4-Aug	39.3570683373111	53.3059209151506	157.80660820446	0	10.5772446656475	52.4238640560479	2.36869705912373	21.0381020549397	21.2871142919302	0	25.07402788	12.23554515	10.04027851	7.15376053	14.87911733	0	13.1030944	19.7184315	2.173066702	3.682736673	3.487391673	1.485172852	3.579975351	0	5.019220028	1.923719783	3.290013392	7.866088509	7.215356179	13.95292197	4.209561328	0	4.262782192	0	13.74388124	115.4185718	8.147568606	1412.568119	121.4786531	0	2872.654928	193.3254792	9.722505606	52.06162625	7.034222279	9.175245305	34.06427638	1.471718878	30.51581605	55.50532666	597.9935885	875.8007749	65.22314386	26.16742531	587.1334995	4.210435809	824.9759699	1034.496151	7.354017673	9.75135296	5.865895293	2.442843337	7.536256339	0	2.640468913	3.893448831	1	40.90102147	87.45909366	1	37.12083583	1	57.48613982	1	358.6747044	925.045134	44.39094615	114.2988045	231.8757463	11.15560862	612.8577207	580.4741453	46.86511693	0	29.56881171	170.5084165	78.92953275	0	132.8589006	182.5558172	0	64.76354287	4.813854947	272.2985668	8.155515501	0	39.47921559	9.618621033	124.13975	170.8727879	70.69874247	178.6094762	189.8902455	1	223.2368957	104.7398424	4.89972939	0	6.815363278	3.124814009	18.82827096	0	6.81167786	0	14.7	62.5	8.56	5.46	51.8	0.71	8.3	39.2	67.9	16.6	3.88	11.6	16.5	0.61	2.33	63.2	25.1	37.8	23	27.1	1.91	15.6	55.4	11.5	0.92	6.88	80.7	4.32	4.67	90.6	0.075	0.016	0.56	2	0.43	0.95
515056	C10 AtgH 515056 PBMC lymph.fcs	AtgH	wild	71.12299465	4	F	Y	N	blood	4-Aug	26.5934080032937	453.532387087367	279.237469898378	66.636999275018	24.6765520237596	199.282669433871	12.1069961857239	38.3375708113081	2.49294213183548	0	25.16437513	24.25836901	13.03531262	12.44896609	11.29363377	5.497519167	15.47466653	12.10453638	3.715633315	3.813313779	3.665543454	3.562941766	3.778558119	2.285103062	4.266201316	3.751772818	8.502001042	9.776331155	12.70838876	471.8907088	8.491799545	6.192281321	9.834643392	8.640052191	522.8759468	2931.692889	21.11166602	17546.57932	69.51874666	17.1441818	921.5809191	1546.454174	15.68395141	42.63469862	33.96445544	195.4503085	18.07221335	3.80431078	16.63921459	28.6107023	200.0440343	507.758418	167.3410568	34.94786666	71.63418215	17.2895471	230.9601587	64.66413819	9.491663794	13.41685226	12.44251432	11.60279057	10.0072305	7.470731904	10.9705557	12.26994569	149.0728856	244.721669	113.09728	278.6691303	83.71207043	21.64543899	118.6262427	161.9805348	259.5373184	483.0866975	112.4952759	503.5465662	50.03253147	24.103558	271.0686156	98.76441912	105.2157072	161.7384526	58.71708505	474.5936385	52.34311531	20.06618158	76.70833553	64.75918223	14.6550464	13.7413192	12.97536291	243.9982599	10.35161022	7.895088072	12.14148485	11.14877174	114.1782319	196.1063332	76.88496247	159.1429876	84.24138822	67.70312583	133.6314644	97.11654585	14.24418482	11.71350712	8.113144746	13.68209028	6.878058525	4.993991989	10.8557851	11.43117824	23	53.7	12.7	8.41	47.9	0.99	21.5	29.7	47	28.5	13	11.5	14.6	0.67	0.74	63.9	20.1	38.1	22.9	50.8	4.77	19.7	24.7	46.7	8.61	7.95	36.8	6.25	4.76	83.2	0.13	0.16	0.7	2.97	0.55	1.67
86-9	C12 AtgH PBMC 86-9 lymph.fcs	AtgH	lab	4.888888889	2538786	M	N	N	blood	28-Jul	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.36046671	13.90568116	10.47741444	9.681070951	11.29849165	5.53005826	11.13817342	10.40454511	6.5343032	4.417994572	3.618787474	3.138570338	3.783291402	2.289093512	3.24297444	3.400184138	11.8621847	7.322666736	8.400139467	8.727286929	7.08430048	3.999060155	5.746878967	6.374284324	116.8845729	337.3506903	20.09108172	564.3699351	13.77623692	8.408604418	37.818634	227.5035298	26.26370133	22.4793609	4.658795435	25.82873873	18.64776285	2.163394681	11.53285066	25.34657089	201.5558263	189.7353709	22.41253381	27.74820007	89.1533218	10.55697846	69.38603018	52.16475892	29.02525539	13.514195	12.57975271	11.03556209	18.49730234	7.677055803	10.8257365	10.70609399	557.3899962	236.3775805	185.1853481	233.5812293	298.4630611	14.11117241	151.4291449	141.7916305	352.9740273	331.3023247	11.97567385	145.7126153	77.80996222	5.450005041	149.4182533	102.9970706	224.0528889	82.98469315	38.14016697	87.81095764	78.1971039	6.63986181	55.27620099	42.82932882	23.31189806	15.60367539	10.86119652	81.29844076	12.53781853	4.982143712	10.50489382	9.224369433	112.7060631	138.3973184	58.21647888	86.52735744	91.61045974	41.0580029	100.6648935	83.45137854	32.65972546	11.56651136	7.085145585	11.62452854	10.14352153	2.243963885	6.937139373	11.63613316	11.8	28.4	5.55	3.51	65	0.86	15.2	18.9	78.7	9.05	7.24	4.98	32	0.48	6.71	38.5	27.4	20.1	8.02	37	3.57	12.8	46.6	25.3	2.73	7.46	64.5	5.6	3.32	89.4	0.094	0.14	1.08	2.6	0.45	1.22
